gene_id,transcript_id,length
LOC105378490,XR_946329.2,19730
LOC105378492,XR_946332.1,14505
LOC105378493,XR_946333.3,4025
LOC105378494,XR_946334.3,5886
LOC105378496,XR_946336.2,14430
LOC105378497,XR_001747597.3,14197
LOC105378498,XR_946339.2,5196
LOC105378502,XR_946344.1,19279
LOC105378504,XR_946348.3,5437
LOC105378507,XR_946354.2,8502
LOC105378511,XR_946357.4,4691
LOC105378512,XR_946358.3,4243
LOC105378513,XR_946359.3,13967
LOC105378515,XR_001747606.1,164918
LOC105378519,XR_001747609.2,79804
LOC105378520,XR_946373.3,12609
LOC105378521,XR_001747611.2,78111
LOC105378522,XR_946379.3,26429
LOC105378523,XR_007062321.1,120372
LOC105378525,XR_946382.3,13347
LOC105378530,XR_946395.3,14931
LOC105378532,XR_946421.4,12982
LOC105378533,XR_946423.3,1093
LOC105378534,XR_001747622.2,15264
LOC105378536,XR_953253.3,21604
LOC105378541,XR_946434.3,5520
LOC105378542,XR_946435.2,12176
LOC105378543,XR_007062331.1,43029
LOC105378544,XR_946438.2,9185
LOC105378545,XR_946439.2,2961
LOC105378548,XR_001747638.2,3724
LOC105378549,XR_001747637.3,6175
LOC105378550,XR_946449.3,4668
LOC105378551,XR_001747642.3,36497
LOC105378552,NR_188215.1,12996
LOC105378554,XR_946459.2,9782
LOC105378555,XR_946460.3,29689
LOC105378556,XR_946464.1,2407
LOC105378557,XR_946465.2,8929
LOC105378560,XR_946467.3,9818
LOC105378561,XR_001747659.2,12371
LOC105378562,XR_946479.2,3160
LOC105378563,XR_946481.1,6264
LOC105378565,XR_946487.4,14666
LOC105378566,XR_946488.1,4333
LOC105378569,XR_007062343.1,5999
LOC105378571,XR_946497.4,9044
LOC105378572,XR_007062348.1,4146
LOC105378573,XR_007062351.1,21642
LOC105378574,XR_946511.3,1850
LOC105378575,XR_007062396.1,35536
LOC105378577,NR_160731.1,1148
LOC105378586,NR_147951.1,7778
LOC105378589,XR_001737844.3,4891
LOC105378590,XR_007065356.1,11682
LOC105378593,XR_946826.2,2323
LOC105378598,XR_007065372.1,14065
LOC105378599,XR_946864.1,900
LOC105378600,XR_946866.2,900
LOC105378601,XR_946868.2,900
LOC105378602,XR_946870.2,900
LOC105378604,NR_188664.1,16845
LOC105378605,XR_007065434.1,3010
LOC105378606,XR_007065437.1,5615
LOC105378608,XR_946886.3,2093
LOC105378612,XR_946968.2,4525
LOC105378615,XR_947070.1,381
LOC105378617,XR_001737960.1,36983
LOC105378618,XR_947130.3,7759
LOC105378620,XR_007065566.1,8571
LOC105378621,XR_947133.2,7273
LOC105378623,XR_947141.3,6254
LOC105378625,XR_007065578.1,4796
LOC105378626,NR_188670.1,9960
LOC105378629,XR_947157.3,8729
LOC105378631,XR_947160.4,6757
LOC105378632,XR_947161.3,1544
LOC105378635,XR_947163.2,3113
LOC105378639,XR_947169.2,16101
LOC105378641,XR_001737964.2,227461
LOC105378642,XR_947174.3,14240
LOC105378644,XR_007065746.1,5357
LOC105378646,XR_007065767.1,19942
LOC105378647,XR_001737972.2,12283
LOC105378648,XR_947188.2,8260
LOC105378649,XR_947190.3,7714
LOC105378650,XR_947192.2,1588
LOC105378651,XR_001737983.3,13578
LOC105378654,XR_001737987.2,77570
LOC105378657,XR_947210.3,203343
LOC105378658,XR_947211.3,14675
LOC105378660,XR_947213.3,35682
LOC105378662,XR_001737994.2,5990
LOC105378667,XR_947221.3,13810
LOC105378669,XR_001738013.3,26542
LOC105378671,XR_947232.3,13578
LOC105378673,XR_947235.2,5378
LOC105378675,XR_007066023.1,9644
LOC105378676,XR_947239.2,9398
LOC105378678,XR_007066029.1,38609
LOC105378685,XR_007066041.1,68913
LOC105378690,XR_007066059.1,35806
LOC105378691,XR_947287.4,7935
LOC105378693,XR_947290.2,9889
LOC105378694,XR_001738038.2,41351
LOC105378697,XR_947297.2,4127
LOC105378698,XR_947298.3,1695
LOC105378699,XR_947299.3,7195
LOC105378706,XR_947309.3,24513
LOC105378708,XR_947311.3,17195
LOC105378709,XR_947313.4,2768
LOC105378710,XR_947314.1,563
LOC105378711,XR_947315.4,52673
LOC105378714,XR_007066076.1,1327
LOC105378719,XR_947339.4,11562
LOC105378723,XR_007066083.1,21456
LOC105378724,XR_947347.2,10986
LOC105378726,XR_007066090.1,18945
LOC105378728,XR_007066091.1,19949
LOC105378731,XR_007066092.1,14001
LOC105378733,XR_947371.2,5757
LOC105378735,XR_947374.3,2701
LOC105378736,XR_947376.4,5266
LOC105378737,XR_007067029.1,98091
LOC105378740,XR_947380.3,71267
LOC105378741,XR_001738063.2,74511
LOC105378746,XR_007066127.1,33633
LOC105378747,XR_007066125.1,16237
LOC105378748,XR_001737649.2,32737
LOC105378751,XR_007066136.1,9696
LOC105378758,XR_947426.3,44047
LOC105378761,XR_947431.2,94372
LOC105378764,XR_947441.3,30973
LOC105378766,XR_007066144.1,7624
LOC105378768,XR_007066146.1,7775
LOC105378770,XR_947454.3,25504
LOC105378771,XR_947457.3,59685
LOC105378772,XR_947458.3,1079
LOC105378773,XR_947459.3,4111
LOC105378774,XR_947460.4,13887
LOC105378776,XR_947467.2,23115
LOC105378780,XR_947474.4,28350
LOC105378781,XR_007066163.1,28722
LOC105378782,XR_947476.3,12318
LOC105378783,XR_947479.3,12282
LOC105378787,XR_947486.2,32634
LOC105378789,XR_007066165.1,112950
LOC105378793,XR_947499.2,12517
LOC105378794,XR_947500.2,8535
LOC105378795,XR_001737669.2,2633
LOC105378796,XR_001737673.2,56436
LOC105378797,XR_947506.3,396491
LOC105378798,NR_188685.1,67508
LOC105378801,XR_947518.3,21785
LOC105378802,XR_001737793.1,12221
LOC105378806,XR_947521.3,38030
LOC105378807,XR_001738108.2,2139
LOC105378808,XR_001738109.2,32591
LOC105378810,XR_001738113.2,136420
LOC105378811,XR_947529.3,15318
LOC105378812,XR_947530.1,8367
LOC105378813,XR_001738114.1,19444
LOC105378814,XR_947533.2,34806
LOC105378816,XR_947541.3,26713
LOC105378819,XR_947544.4,5603
LOC105378821,XR_947548.3,20545
LOC105378823,XR_947550.3,9807
LOC105378825,XR_007066205.1,9810
LOC105378826,XR_947556.2,2921
LOC105378827,XR_001738132.2,2329
LOC105378831,XR_947561.2,4389
LOC105378833,XR_001738133.2,39237
LOC105378834,XR_947565.3,14323
LOC105378835,XR_947567.2,2239
LOC105378836,XR_947568.2,11716
LOC105378838,XR_947572.4,15888
LOC105378839,XR_947573.2,6875
LOC105378841,XR_947575.3,57743
LOC105378842,XR_947579.3,51385
LOC105378844,XR_947581.2,8198
LOC105378847,XR_001738142.2,21662
LOC105378848,XR_947587.2,3432
LOC105378849,XR_007066216.1,65806
LOC105378850,XR_001738147.2,23205
LOC105378851,XR_947591.3,12321
LOC105378856,XR_947599.4,11828
LOC105378858,XR_947605.4,16910
LOC105378861,XR_001738160.3,73963
LOC105378863,XR_947610.4,1227
LOC105378864,XR_947612.3,2196
LOC105378866,XR_947618.2,41877
LOC105378867,XR_007066237.1,48351
LOC105378874,XR_947651.2,12812
LOC105378878,XR_947655.2,847
LOC105378879,XR_947656.3,18521
LOC105378880,XR_947657.1,24077
LOC105378881,XR_947658.1,16356
LOC105378882,XR_947659.2,4440
LOC105378883,XR_947660.1,29116
LOC105378885,XR_947668.3,24949
LOC105378886,XR_001738171.2,2289
LOC105378887,XR_947672.1,37615
LOC105378888,XR_947675.3,12555
LOC105378890,XR_947679.3,2575
LOC105378891,XR_947687.3,23414
LOC105378893,XR_001738179.2,11850
LOC105378895,XR_947693.3,3144
LOC105378898,XR_001738181.1,326
LOC105378899,XR_947699.2,1105
LOC105378901,XR_001737801.2,9817
LOC105378903,XR_947703.3,813
LOC105378904,XR_947704.2,10153
LOC105378906,XR_947706.2,2326
LOC105378911,XR_001738192.2,10857
LOC105378914,XR_947719.4,5777
LOC105378915,XR_947720.3,5676
LOC105378918,XR_947725.2,2842
LOC105378919,XR_947727.1,1114
LOC105378920,XR_001738197.2,58385
LOC105378924,XR_947737.3,2591
LOC105378925,XR_947739.2,16487
LOC105378926,XR_947741.3,4082
LOC105378927,XR_001737804.2,5781
LOC105378929,XR_947744.3,6371
LOC105378930,XR_947745.3,21822
LOC105378933,NR_135034.1,1062
LOC105378935,XR_947755.2,7062
LOC105378937,XR_947757.4,30521
LOC105378944,XR_947771.2,7285
LOC105378947,XM_011542538.1,25011
LOC105378948,NR_168433.1,3703
LOC105378956,XR_001748415.1,24242
LOC105378959,XR_948315.2,26703
LOC105378961,XR_948318.2,30013
LOC105378962,XR_001742509.1,18801
LOC105378965,XR_001742511.1,9677
LOC105378969,XR_948330.3,45510
LOC105378971,XR_948333.3,2697
LOC105378976,XR_007058777.1,8353
LOC105378977,XR_948342.3,54627
LOC105378979,NR_172721.1,6481
LOC105378980,XR_948347.4,3630
LOC105378983,XR_948350.2,32196
LOC105378984,XR_948352.2,10533
LOC105378988,XR_001742413.2,15451
LOC105378993,XR_948365.2,3576
LOC105378994,XR_007058781.1,10723
LOC105378995,XR_948369.1,9497
LOC105378997,NR_189165.1,3669
LOC105378998,XR_948374.3,14729
LOC105378999,XR_948375.2,3898
LOC105379002,XR_007058796.1,7793
LOC105379003,XR_001742683.2,92996
LOC105379004,XR_948385.3,17433
LOC105379007,XR_002956213.2,38941
LOC105379010,XR_007058808.1,8314
LOC105379011,XR_001742693.1,58354
LOC105379012,XR_948411.3,29314
LOC105379013,XR_007058804.1,406546
LOC105379015,XR_948415.3,7783
LOC105379016,XR_948416.3,30505
LOC105379020,XR_948429.3,11985
LOC105379021,XR_948438.3,18782
LOC105379023,XR_007068763.1,15459
LOC105379025,XR_001756440.2,13678
LOC105379027,XR_001742514.2,5070
LOC105379028,XR_007058813.1,17631
LOC105379030,NR_134252.1,18585
LOC105379031,XR_948470.3,28435
LOC105379034,XR_001742745.1,36735
LOC105379035,XR_948476.3,14395
LOC105379039,XR_001742748.2,8869
LOC105379040,XR_948485.3,27592
LOC105379042,XR_001742750.2,16650
LOC105379047,XR_948497.3,31751
LOC105379048,XR_948500.3,115841
LOC105379050,XR_948504.3,7119
LOC105379051,NR_188290.1,62349
LOC105379052,XR_001742775.2,11790
LOC105379053,XR_948511.2,10448
LOC105379059,XR_948528.2,10493
LOC105379061,XR_001742522.2,7455
LOC105379062,XR_948532.2,50894
LOC105379063,XR_948533.3,21841
LOC105379064,XR_948537.3,77685
LOC105379065,XR_948540.3,8769
LOC105379066,XR_948543.1,70191
LOC105379070,XR_948547.4,11088
LOC105379073,XR_001742436.3,7442
LOC105379074,XR_001742437.2,4757
LOC105379077,XR_001742802.2,27753
LOC105379078,XR_948561.2,33914
LOC105379080,XR_007058867.1,166831
LOC105379082,NR_188296.1,135090
LOC105379083,XR_007058869.1,55405
LOC105379085,XR_948575.3,121023
LOC105379087,XR_001742441.2,140158
LOC105379089,XR_948586.1,24796
LOC105379090,XR_948588.3,14428
LOC105379091,XR_001742813.2,19823
LOC105379096,XR_001742447.2,86202
LOC105379099,XR_001742818.2,4626
LOC105379100,XR_007058886.1,44594
LOC105379101,XR_948627.2,1507
LOC105379102,XR_007058891.1,328753
LOC105379104,XR_948632.4,62441
LOC105379105,XR_948633.2,25395
LOC105379107,XR_001742831.2,330978
LOC105379109,NR_188310.1,144274
LOC105379110,XR_948649.3,149823
LOC105379114,XR_948654.2,18683
LOC105379117,XR_001742838.2,122892
LOC105379119,XR_948667.3,4769
LOC105379121,XR_007058898.1,7931
LOC105379122,XR_007058900.1,18594
LOC105379123,XR_948675.3,12696
LOC105379126,XR_948679.3,2975
LOC105379127,XR_948680.3,37837
LOC105379129,XR_948684.3,42004
LOC105379130,XR_948686.1,6015
LOC105379133,XR_948689.3,49950
LOC105379134,XR_948690.1,2709
LOC105379135,XR_948691.1,18197
LOC105379136,XR_948692.2,14392
LOC105379137,XR_948694.3,32012
LOC105379138,XR_948695.2,8526
LOC105379139,XR_948696.3,13431
LOC105379144,XR_948706.2,142695
LOC105379147,XR_948710.2,4577
LOC105379148,XR_001742863.2,5201
LOC105379149,XR_948712.3,49301
LOC105379150,XR_001742865.2,10693
LOC105379151,XR_948719.3,21824
LOC105379154,XR_007058917.1,57613
LOC105379155,XR_001742872.2,6552
LOC105379156,XR_948725.2,5233
LOC105379157,NR_188329.1,7327
LOC105379158,XR_001742529.2,8569
LOC105379162,XR_001742530.1,15214
LOC105379163,XR_007058920.1,7530
LOC105379164,XR_002956226.1,12020
LOC105379167,XR_948768.3,18815
LOC105379168,XR_001742460.1,273909
LOC105379169,XR_948775.4,8691
LOC105379171,XR_001742880.1,42488
LOC105379172,XR_007058928.1,48658
LOC105379173,XR_007058929.1,28063
LOC105379174,XR_001742531.2,15292
LOC105379176,NR_134248.1,3545
LOC105379178,XR_948792.2,13418
LOC105379182,XR_948797.3,27991
LOC105379183,NR_134247.1,1535
LOC105379189,XR_948809.3,4336
LOC105379192,NR_134246.1,2773
LOC105379193,XR_001742900.1,14012
LOC105379198,XM_041680488.2,11864
LOC105379199,XR_007058921.1,36802
LOC105379203,XR_007069226.1,7950
LOC105379205,XR_948839.4,9951
LOC105379207,XR_948845.2,9888
LOC105379208,XR_001751427.1,11176
LOC105379216,XR_002959175.1,482
LOC105379222,XR_948922.3,9908
LOC105379224,NR_188124.1,12684
LOC105379225,XR_007060802.1,1213
LOC105379227,XR_948930.3,14268
LOC105379228,XR_948934.3,8221
LOC105379230,NR_188126.1,3776
LOC105379231,XR_002959162.1,62481
LOC105379235,XR_948945.4,72294
LOC105379237,XR_002956671.2,2368
LOC105379241,XR_002959152.2,6611
LOC105379242,XR_948960.3,17133
LOC105379243,XR_007069080.1,15474
LOC105379244,XR_001745645.2,5996
LOC105379245,XR_001745644.2,4450
LOC105379246,XR_002959150.2,3053
LOC105379249,XR_948988.1,1414
LOC105379252,NR_136310.1,5650
LOC105379257,XR_949011.1,14462
LOC105379263,XR_007061527.1,104681
LOC105379264,XR_949065.3,4865
LOC105379265,XR_949066.1,8547
LOC105379266,XR_949068.1,2252
LOC105379267,XR_949069.1,12230
LOC105379271,XR_007068490.1,114779
LOC105379272,XR_007068488.1,13541
LOC105379273,XR_002958840.2,8358
LOC105379274,XR_007068493.1,31237
LOC105379275,XR_949094.4,1117
LOC105379278,XR_007068915.1,9826
LOC105379279,XR_949106.3,20907
LOC105379280,XR_007069173.1,35496
LOC105379281,XR_949115.3,1041
LOC105379283,XR_949295.4,1283
LOC105379289,XR_002959189.2,25321
LOC105379292,NR_188128.1,16045
LOC105379297,XR_949525.1,132814
LOC105379300,XR_949537.2,31326
LOC105379301,NR_188133.1,53655
LOC105379303,XR_949546.3,17612
LOC105379306,XR_949550.3,11302
LOC105379309,XR_001745699.2,7797
LOC105379311,NR_188140.1,45659
LOC105379312,XR_949563.2,7886
LOC105379314,NR_188141.1,12084
LOC105379315,XR_949569.4,283462
LOC105379316,XR_007060845.1,36228
LOC105379321,XR_001745832.2,1476
LOC105379325,XR_949584.2,6217
LOC105379327,NR_188142.1,2726
LOC105379328,XR_949589.2,16316
LOC105379329,XR_002956697.2,2299
LOC105379330,XR_949591.2,18165
LOC105379331,NR_159962.1,10905
LOC105379332,XR_949594.3,2998
LOC105379333,XR_949596.1,14477
LOC105379335,XR_949598.2,6323
LOC105379336,XR_001745850.1,73813
LOC105379339,XR_949605.1,11068
LOC105379340,XR_949607.3,39195
LOC105379342,NR_188146.1,7643
LOC105379343,XR_949614.3,9265
LOC105379346,XR_001745858.2,28066
LOC105379349,XR_949623.3,5449
LOC105379350,XR_001745859.2,14955
LOC105379352,XR_949626.4,7336
LOC105379354,XR_949629.1,20021
LOC105379355,XR_949634.2,2895
LOC105379356,XR_005646967.2,11545
LOC105379357,XR_949636.3,12669
LOC105379358,XR_007060884.1,6776
LOC105379360,XR_001745704.1,7021
LOC105379361,XR_949651.3,8030
LOC105379362,NR_188154.1,122073
LOC105379364,NR_189607.1,535736
LOC105379366,XR_001745705.1,38081
LOC105379368,XR_949663.2,6028
LOC105379369,XR_949664.2,13209
LOC105379370,XR_949667.2,3294
LOC105379371,XR_949668.2,73309
LOC105379375,XR_949672.3,43292
LOC105379376,XR_949674.2,18310
LOC105379377,XR_949675.4,13650
LOC105379378,XR_949681.3,3294
LOC105379379,NR_188159.1,5365
LOC105379380,XR_949685.3,55679
LOC105379381,XR_949686.3,7280
LOC105379382,XR_949687.2,7056
LOC105379384,XR_007060891.1,16338
LOC105379385,NR_186441.1,69001
LOC105379388,XR_949701.2,23267
LOC105379389,XR_949703.3,24663
LOC105379390,XR_949704.2,4041
LOC105379391,XR_949705.2,4958
LOC105379392,XR_007060899.1,3564
LOC105379395,XR_949714.3,5675
LOC105379396,XR_007060900.1,8863
LOC105379397,XR_949719.2,24046
LOC105379403,XR_001741802.2,12419
LOC105379404,XR_001741421.2,4709
LOC105379412,XR_007058273.1,69678
LOC105379413,XR_001755773.2,13550
LOC105379417,XM_017030104.2,39693
LOC105379418,XR_950597.4,10971
LOC105379420,XR_950598.2,4658
LOC105379426,XR_001756105.2,15668
LOC105379428,XR_001755412.2,5846
LOC105379434,XR_950632.1,1413
LOC105379435,XR_950634.2,951
LOC105379437,XR_950640.2,5998
LOC105379439,XR_950650.2,3587
LOC105379442,XR_007061543.1,11469
LOC105379443,NR_160670.1,42107
LOC105379444,XR_950677.3,1198
LOC105379446,XR_950679.2,9588
LOC105379447,XR_950680.3,4694
LOC105379448,XR_950684.3,6835
LOC105379450,NR_135122.1,2098
LOC105379451,XR_950691.2,3624
LOC105379452,XR_950692.3,70033
LOC105379453,XR_950695.1,4526
LOC105379457,XR_007058485.1,13895
LOC105379460,XR_950879.3,8206
LOC105379466,XR_951012.4,615
LOC105379473,XM_011546043.2,1733
LOC105379474,XR_005647013.1,1733
LOC105379476,XR_951058.4,4969
LOC105379477,NR_134504.1,9665
LOC105379481,XR_951069.2,17129
LOC105379484,XR_951076.3,3230
LOC105379488,XR_951088.3,2750
LOC105379491,XR_951108.3,1117
LOC105379499,NR_188603.1,11534
LOC105379502,XR_951145.3,2750
LOC105379504,XM_047441056.1,13479
LOC105379505,XR_951148.2,3005
LOC105379507,XR_951150.3,1065
LOC105379514,NR_135513.1,17717
LOC105379516,XR_951179.3,35671
LOC105379518,XR_951228.1,2080
LOC105379522,XM_047442795.1,10719
LOC105379523,XR_951298.2,5090
LOC105379524,XR_007069435.1,4919
LOC105379525,XR_951306.3,6997
LOC105379527,XR_951312.3,17772
LOC105379533,XR_005647092.1,2074
LOC105379535,XR_951345.2,10285
LOC105379537,XR_951349.4,615
LOC105379539,XR_002958848.2,9790
LOC105379540,XR_951353.1,6240
LOC105379544,XR_001756145.1,1950
LOC105379545,XM_011546243.2,1733
LOC105379547,XR_005647093.2,31917
LOC105379548,XR_951363.3,11313
LOC105379549,XR_951367.3,2705
LOC105379554,XM_011546267.2,472
LOC105379557,XR_001756172.2,6980
LOC105379561,XM_017030174.2,23907
LOC105379562,XR_951439.3,29333
LOC105379565,XR_951449.3,6146
LOC105379566,XR_001756184.2,61897
LOC105379574,XR_001737761.2,8568
LOC105379576,XR_951654.1,1271
LOC105379578,XR_951656.3,3618
LOC105379580,XR_951663.2,6987
LOC105379583,XR_951712.3,11464
LOC105379585,XR_001745759.2,7564
LOC105379586,XR_001745758.2,11256
LOC105379593,XR_951883.4,27459
LOC105379597,XR_951898.4,5942
LOC105379600,XR_951980.3,4636
LOC105379601,XR_952029.2,4116
LOC105379602,XR_001756408.2,16503
LOC105379605,XR_952032.2,1649
LOC105379613,XR_001749379.1,7707
LOC105379618,XR_952172.4,78182
LOC105379623,XR_007069469.1,103892
LOC105379627,XR_952325.3,12311
LOC105379635,XR_952427.3,12525
LOC105379638,XR_001742595.2,2511
LOC105379640,XR_001742613.2,860
LOC105379641,XR_002958926.1,15903
LOC105379656,XR_953041.3,2926
LOC105379663,XR_007068888.1,7493
LOC105379664,XR_953110.3,3973
LOC105379675,XR_001742452.2,4738
LOC105379699,NR_182433.1,18468
LOC105379712,XR_001744457.2,8090
LOC105379719,XR_001745081.1,517
LOC105379720,XR_007060246.1,18501
LOC105379725,XR_001745184.2,8387
LOC105379749,XR_007068626.1,32255
LOC105379771,XR_001745706.1,12426
LOC105379772,XR_001737618.2,11039
LOC105379783,XR_007066089.1,3793
LOC105379807,NR_144466.1,1052
LOC105379814,XR_001746478.3,35297
LOC105379825,XR_001737799.2,3295
LOC105379827,XR_007066254.1,14937
LOC105379829,XR_001746828.2,38060
LOC105379839,XR_001746924.3,673
LOC105379841,XR_001746951.2,1518
LOC105379850,XR_001747278.2,3659
LOC105379854,XR_001756120.3,71606
LOC105379882,XR_001748122.2,10851
LOC105447645,NR_131188.1,1399
LOC106780825,NR_133678.1,570
LOC107001062,NR_134500.1,7410
LOC107983950,XR_933884.3,1453
LOC107983958,XM_017020886.1,14204
LOC107983960,XR_949277.1,28789
LOC107983961,XR_007065215.1,2560
LOC107983963,XR_939607.3,42518
LOC107983966,XR_001742552.2,8842
LOC107983974,XR_001751681.2,207567
LOC107983976,XR_931032.3,11081
LOC107983980,XR_001742534.1,3156
LOC107983981,XR_004837531.2,417156
LOC107983982,XR_001752047.1,1975
LOC107983983,XM_017022769.3,1991
LOC107983985,NR_188164.1,2824
LOC107983987,XR_007067779.1,9423
LOC107983989,XM_011519770.3,4405
LOC107983990,NR_171680.1,3102
LOC107983995,XR_923576.2,20288
LOC107983998,NR_171683.1,5797
LOC107984000,XR_924403.3,2330
LOC107984001,XR_936884.3,80255
LOC107984003,XR_429356.5,16469
LOC107984004,XR_941226.2,14667
LOC107984005,XR_928468.3,79776
LOC107984006,XR_007061502.1,51818
LOC107984007,XR_928500.4,2420
LOC107984010,XR_924880.3,7919
LOC107984011,XR_007061572.1,6318
LOC107984012,XR_001747465.2,25432
LOC107984013,XR_001752129.2,8252
LOC107984015,XR_001743981.1,49066
LOC107984016,XR_943973.3,5153
LOC107984017,XR_001745734.1,6936
LOC107984018,XR_002958459.2,25388
LOC107984019,XR_001748112.3,49559
LOC107984020,XR_001739324.1,5386
LOC107984034,XR_001745291.1,21073
LOC107984035,NR_148348.1,123240
LOC107984037,XR_001755416.3,10692
LOC107984041,XR_007059692.1,367164
LOC107984043,NR_171623.1,7158
LOC107984059,XR_001747639.2,6581
LOC107984079,XR_001740724.2,44804
LOC107984083,XR_001752132.1,5473
LOC107984087,XR_001740848.2,15033
LOC107984089,XR_001756600.3,36924
LOC107984092,XR_002958934.2,4411
LOC107984098,XR_001742553.2,24820
LOC107984112,XR_001740593.2,25838
LOC107984113,XR_001741924.3,59731
LOC107984116,XR_001742709.2,46646
LOC107984118,XR_007059059.1,6891
LOC107984123,XR_007060540.1,60021
LOC107984124,XR_007060857.1,46187
LOC107984126,XM_017015387.1,1551
LOC107984128,XR_001747624.2,15020
LOC107984131,XR_001749435.2,36596
LOC107984132,NR_146902.1,44250
LOC107984137,XR_001752087.2,71517
LOC107984142,XM_047442810.1,4276
LOC107984143,XR_001756490.2,17882
LOC107984150,XR_001756161.2,1275
LOC107984151,XR_007068962.1,98354
LOC107984156,XR_001756210.3,79962
LOC107984165,XR_007062354.1,724
LOC107984168,XR_001747270.2,16244
LOC107984170,XR_001747283.2,13156
LOC107984171,XR_001747285.1,11064
LOC107984172,XR_001747287.2,559
LOC107984173,XR_001747288.1,1482
LOC107984174,XR_001747284.1,21534
LOC107984175,XR_001747290.1,12947
LOC107984179,XR_001747298.2,12083
LOC107984180,XR_001747279.2,1564
LOC107984181,XR_001747301.1,5749
LOC107984182,XR_001747307.2,10998
LOC107984183,XR_001747308.1,21839
LOC107984184,XR_001747310.1,2723
LOC107984185,XR_001747311.2,6522
LOC107984186,XR_001747313.1,6799
LOC107984187,XR_001747299.1,8687
LOC107984188,XR_001747289.1,13263
LOC107984190,XR_007062025.1,6310
LOC107984191,XR_007062029.1,11948
LOC107984192,XR_001747329.1,8096
LOC107984193,XR_001747330.2,9723
LOC107984195,NR_176060.1,59329
LOC107984197,XR_001747339.1,15219
LOC107984198,XR_001747341.2,47905
LOC107984199,XR_001747344.2,8629
