gene_id,transcript_id,length
LOC124902352,XR_007061926.1,103
LOC124902353,XR_007061927.1,100
LOC124902360,XR_007062023.1,2320
LOC124902361,XM_047426106.1,29261
LOC124902362,XR_007062030.1,6168
LOC124902363,XM_047426111.1,4099
LOC124902364,XR_007062032.1,4731
LOC124902365,XR_007062038.1,2849
LOC124902366,XR_007062039.1,7416
LOC124902367,XR_007062041.1,10107
LOC124902368,XR_007062042.1,6037
LOC124902369,XR_007062043.1,2814
LOC124902370,XR_007062044.1,12102
LOC124902372,XR_007062049.1,17077
LOC124902373,XR_007062050.1,2939
LOC124902375,XR_007062051.1,24654
LOC124902376,XR_007062052.1,2233
LOC124902377,XR_007062056.1,2780
LOC124902378,XR_007062060.1,3573
LOC124902379,XR_007062061.1,845
LOC124902380,XR_007062062.1,1206
LOC124902381,XR_007062063.1,4972
LOC124902383,XR_007062071.1,121044
LOC124902384,XR_007062072.1,22208
LOC124902385,XR_007062073.1,10013
LOC124902386,XR_007062076.1,26661
LOC124902387,XR_007062077.1,2948
LOC124902388,XR_007062078.1,3857
LOC124902389,XR_007062084.1,15767
LOC124902390,XR_007062085.1,1403
LOC124902391,XR_007062086.1,6237
LOC124902392,XM_047426112.1,2845
LOC124902393,XM_047426113.1,799
LOC124902394,XR_007062089.1,1345
LOC124902395,XR_007062090.1,8076
LOC124902396,XR_007062091.1,14660
LOC124902397,XR_007062092.1,6323
LOC124902398,XR_007062093.1,2004
LOC124902399,XR_007062097.1,648
LOC124902400,XR_007062098.1,5103
LOC124902401,XR_007062099.1,4431
LOC124902402,XR_007062100.1,1127
LOC124902403,XR_007062101.1,4549
LOC124902404,XR_007062103.1,1624
LOC124902405,XR_007062104.1,1109
LOC124902406,XR_007062106.1,11708
LOC124902407,XR_007062107.1,4916
LOC124902408,XR_007062108.1,3406
LOC124902409,XR_007062110.1,12987
LOC124902410,XR_007062112.1,3578
LOC124902411,XR_007062114.1,8969
LOC124902412,XR_007062115.1,1555
LOC124902413,XR_007062116.1,974
LOC124902414,XR_007062130.1,1895
LOC124902416,XR_007062132.1,703
LOC124902417,XR_007062133.1,5017
LOC124902418,XR_007062137.1,30001
LOC124902419,XR_007062138.1,5376
LOC124902420,XM_047426116.1,2356
LOC124902421,XR_007062141.1,6347
LOC124902422,XR_007062142.1,4653
LOC124902423,XR_007062143.1,5962
LOC124902424,XR_007062144.1,6404
LOC124902425,XR_007062145.1,56483
LOC124902426,XR_007062146.1,46727
LOC124902427,XR_007062147.1,4042
LOC124902428,XR_007062148.1,1616
LOC124902429,XR_007062149.1,5671
LOC124902430,XR_007062150.1,33828
LOC124902431,XR_007062151.1,27126
LOC124902432,XR_007062152.1,2414
LOC124902433,XR_007062153.1,2345
LOC124902434,XR_007062154.1,5142
LOC124902435,XR_007062155.1,2384
LOC124902436,XM_047426120.1,28368
LOC124902437,XR_007062156.1,1205
LOC124902438,XR_007062157.1,22457
LOC124902439,XR_007062161.1,820351
LOC124902440,XR_007062173.1,17377
LOC124902441,XR_007062174.1,16203
LOC124902442,XR_007062175.1,1240
LOC124902443,XR_007062176.1,19716
LOC124902444,XR_007062179.1,1909
LOC124902445,XR_007062183.1,1695
LOC124902446,XR_007062185.1,3615
LOC124902447,XR_007062186.1,1021
LOC124902448,XR_007062187.1,1609
LOC124902450,XR_007062189.1,15456
LOC124902451,XR_007062191.1,3563
LOC124902452,XR_007062194.1,3236
LOC124902453,XR_007062195.1,1302
LOC124902454,XR_007062196.1,1002
LOC124902455,XR_007062197.1,5501
LOC124902456,XR_007062198.1,24812
LOC124902457,XR_007062199.1,6024
LOC124902458,XR_007062200.1,1029
LOC124902459,XR_007062201.1,3644
LOC124902460,XR_007062202.1,4057
LOC124902461,XM_047426122.1,8129
LOC124902462,XR_007062203.1,27773
LOC124902463,XR_007062204.1,10932
LOC124902464,XR_007062205.1,21025
LOC124902465,XR_007062206.1,1288
LOC124902466,XR_007062207.1,19500
LOC124902467,XR_007062210.1,4675
LOC124902468,XR_007062212.1,28799
LOC124902469,XR_007062215.1,1253
LOC124902470,XR_007062217.1,7058
LOC124902471,XR_007062218.1,8006
LOC124902472,XR_007062219.1,31126
LOC124902473,XR_007062221.1,1208
LOC124902474,XM_047426123.1,3411
LOC124902475,XR_007062222.1,14493
LOC124902476,XR_007062224.1,36088
LOC124902477,XR_007062230.1,8452
LOC124902478,XR_007062237.1,4847
LOC124902479,XR_007062238.1,26000
LOC124902480,XR_007062240.1,19211
LOC124902481,XR_007062241.1,1038
LOC124902482,XR_007062246.1,8337
LOC124902483,XR_007062247.1,2838
LOC124902484,XR_007062248.1,4614
LOC124902485,XR_007062250.1,817
LOC124902486,XR_007062254.1,19735
LOC124902487,XR_007062255.1,7401
LOC124902488,XR_007062259.1,19577
LOC124902489,XR_007062260.1,11840
LOC124902490,XR_007062266.1,2336
LOC124902491,XR_007062267.1,1841
LOC124902492,XR_007062269.1,5726
LOC124902493,XR_007062270.1,12123
LOC124902494,XR_007062275.1,10253
LOC124902495,XR_007062276.1,5992
LOC124902496,XR_007062277.1,3773
LOC124902497,XR_007062284.1,20585
LOC124902498,XR_007062286.1,4620
LOC124902499,XR_007062287.1,8218
LOC124902500,XR_007062288.1,5910
LOC124902501,XR_007062290.1,4730
LOC124902502,XR_007062291.1,1714
LOC124902503,XR_007062292.1,44104
LOC124902504,XR_007062293.1,4977
LOC124902505,XR_007062294.1,1169
LOC124902506,XR_007062295.1,4954
LOC124902507,XR_007062296.1,3281
LOC124902508,XM_047426127.1,24569
LOC124902509,XR_007062297.1,3345
LOC124902510,XR_007062299.1,4606
LOC124902513,XR_007062312.1,1522
LOC124902514,XR_007062313.1,1564
LOC124902515,XR_007062318.1,66678
LOC124902516,XR_007062319.1,1876
LOC124902517,XR_007062322.1,2911
LOC124902518,XR_007062323.1,9880
LOC124902519,XR_007062324.1,18864
LOC124902520,XR_007062329.1,1643
LOC124902521,XR_007062332.1,1252
LOC124902522,XR_007062333.1,1220
LOC124902523,XR_007062335.1,2377
LOC124902524,XR_007062337.1,2030
LOC124902525,XR_007062339.1,15125
LOC124902526,XR_007062342.1,3742
LOC124902527,XR_007062349.1,8780
LOC124902528,XM_047426128.1,1119
LOC124902530,XM_047426129.1,8348
LOC124902531,XM_047426131.1,3179
LOC124902532,XR_007062356.1,4576
LOC124902533,XR_007062357.1,13771
LOC124902534,XR_007062358.1,10947
LOC124902535,XR_007062359.1,2609
LOC124902536,XM_047426132.1,779
LOC124902537,XR_007062361.1,7631
LOC124902538,XR_007062362.1,51559
LOC124902539,XR_007062363.1,6583
LOC124902540,XR_007062364.1,3471
LOC124902541,XR_007062365.1,1201
LOC124902542,XR_007062366.1,448
LOC124902543,XR_007062368.1,24869
LOC124902544,XR_007062369.1,57376
LOC124902545,XR_007062371.1,1346
LOC124902546,XR_007062372.1,3261
LOC124902547,XR_007062373.1,879
LOC124902548,XR_007062375.1,2317
LOC124902549,XR_007062377.1,1147
LOC124902550,XR_007062378.1,2666
LOC124902551,XM_047426134.1,931
LOC124902552,XR_007062379.1,8924
LOC124902553,XR_007062380.1,1017
LOC124902554,XR_007062383.1,36113
LOC124902555,XR_007062384.1,1264
LOC124902556,XR_007062386.1,3868
LOC124902557,XR_007062387.1,4829
LOC124902558,XR_007062388.1,3947
LOC124902559,XR_007062390.1,1435
LOC124902560,XR_007062392.1,2049
LOC124902561,XM_047426136.1,19212
LOC124902562,XR_007062394.1,1215
LOC124902563,XR_007062395.1,4156
LOC124902564,XR_007062397.1,5312
LOC124902565,XM_047426137.1,3696
LOC124902572,XR_007062402.1,132
LOC124902573,XR_007062403.1,141
LOC124902574,XR_007062407.1,104
LOC124902575,XR_007062408.1,104
LOC124902576,XR_007062409.1,101
LOC124902577,XR_007062410.1,104
LOC124902578,XR_007062411.1,104
LOC124902579,XR_007062412.1,104
LOC124902580,XR_007062413.1,104
LOC124902581,XR_007062414.1,100
LOC124902582,XR_007062415.1,108
LOC124902583,XR_007062416.1,106
LOC124902584,XR_007062417.1,102
LOC124902585,XR_007062418.1,105
LOC124902586,XR_007062419.1,102
LOC124902587,XR_007062420.1,101
LOC124902588,XR_007062421.1,100
LOC124902589,XR_007062422.1,101
LOC124902595,XR_007062424.1,217
LOC124902596,XR_007062425.1,213
LOC124902601,XM_047427951.1,3371
LOC124902602,XM_047427953.1,1142
LOC124902603,XR_007062543.1,4082
LOC124902605,XM_047427955.1,8653
LOC124902605_1,XM_054331978.1,8917
LOC124902605_2,XM_054330449.1,8917
LOC124902606,XR_007062545.1,3465
LOC124902607,XR_007062546.1,885
LOC124902607_1,XR_007069531.1,885
LOC124902608,XM_047427956.1,874
LOC124902608_1,XM_054333138.1,874
LOC124902608_2,XM_054328864.1,874
LOC124902608_3,XM_054329987.1,874
LOC124902609,XR_007062547.1,2444
LOC124902610,XR_007062549.1,25939
LOC124902611,XR_007062551.1,5962
LOC124902612,XR_007062552.1,2023
LOC124902613,XR_007062553.1,2131
LOC124902614,XR_007062554.1,6030
LOC124902614_1,XR_007068643.1,6030
LOC124902615,XR_007062555.1,8304
LOC124902617,XR_007062558.1,1744
LOC124902618,XR_007062559.1,6238
LOC124902619,XR_007062560.1,999
LOC124902620,XR_007062561.1,2528
LOC124902621,XR_007062564.1,711
LOC124902622,XR_007062565.1,8063
LOC124902623,XR_007062571.1,2473
LOC124902624,XR_007062573.1,5139
LOC124902625,XR_007062574.1,13558
LOC124902626,XR_007062580.1,4877
LOC124902627,XR_007062581.1,3034
LOC124902628,XR_007062586.1,7190
LOC124902629,XR_007062588.1,15175
LOC124902630,XR_007062593.1,2468
LOC124902631,XR_007062594.1,14292
LOC124902632,XR_007062595.1,3813
LOC124902633,XR_007062596.1,1500
LOC124902634,XR_007062598.1,9883
LOC124902635,XR_007062599.1,1025
LOC124902636,XR_007062601.1,5504
LOC124902637,XR_007062602.1,4713
LOC124902639,XR_007062605.1,16079
LOC124902640,XR_007062608.1,8907
LOC124902641,XR_007062609.1,15715
LOC124902642,XR_007062610.1,19579
LOC124902643,XR_007062615.1,9362
LOC124902644,XR_007062616.1,15637
LOC124902645,XR_007062622.1,74729
LOC124902646,XR_007062623.1,187361
LOC124902647,XR_007062626.1,10643
LOC124902648,XR_007062627.1,6865
LOC124902649,XR_007062629.1,26477
LOC124902650,XR_007062630.1,2213
LOC124902651,XR_007062631.1,1499
LOC124902652,XR_007062633.1,8596
LOC124902653,XR_007062634.1,5769
LOC124902654,XR_007062635.1,4107
LOC124902655,XR_007062636.1,24206
LOC124902656,XR_007062643.1,19620
LOC124902657,XR_007062644.1,2681
LOC124902658,XR_007062645.1,5166
LOC124902659,XR_007062648.1,1027
LOC124902660,XR_007062651.1,3754
LOC124902661,XR_007062655.1,1891
LOC124902662,XR_007062656.1,46307
LOC124902663,XR_007062657.1,6874
LOC124902664,XR_007062659.1,2702
LOC124902665,XR_007062660.1,988
LOC124902666,XR_007062662.1,1386
LOC124902667,XR_007062663.1,3746
LOC124902668,XR_007062664.1,1140
LOC124902669,XM_047427965.1,2341
LOC124902670,XR_007062665.1,12124
LOC124902671,XR_007062666.1,11972
LOC124902672,XR_007062668.1,3580
LOC124902673,XR_007062669.1,9814
LOC124902674,XR_007062672.1,10798
LOC124902675,XR_007062682.1,18404
LOC124902676,XR_007062688.1,7782
LOC124902677,XR_007062690.1,4198
LOC124902678,XR_007062691.1,26032
LOC124902679,XR_007062695.1,1769
LOC124902680,XR_007062696.1,5953
LOC124902681,XR_007062697.1,7244
LOC124902682,XR_007062698.1,2415
LOC124902683,XR_007062701.1,8832
LOC124902684,XR_007062702.1,5142
LOC124902685,XR_007062706.1,3828
LOC124902686,XR_007062712.1,10580
LOC124902687,XR_007062713.1,2225
LOC124902688,XR_007062718.1,3207
LOC124902689,XR_007062720.1,2935
LOC124902690,XR_007062721.1,5447
LOC124902691,XR_007062728.1,4481
LOC124902692,XR_007062731.1,1126
LOC124902693,XM_047427980.1,44799
LOC124902694,XR_007062737.1,12878
LOC124902695,XR_007062740.1,14805
LOC124902696,XR_007062741.1,7455
LOC124902697,XR_007062743.1,992
LOC124902698,XR_007062748.1,9850
LOC124902699,XR_007062751.1,1898
LOC124902700,XR_007062752.1,6883
LOC124902701,XR_007062753.1,3890
LOC124902702,XR_007062754.1,4487
LOC124902703,XR_007062759.1,5264
LOC124902704,XM_047427985.1,718
LOC124902705,XR_007062761.1,3963
LOC124902706,XR_007062765.1,3737
LOC124902708,XR_007062766.1,2999
LOC124902709,XR_007062773.1,3338
LOC124902710,XR_007062774.1,7720
LOC124902711,XR_007062775.1,1943
LOC124902712,XR_007062776.1,2900
LOC124902713,XM_047427990.1,3277
LOC124902714,XR_007062777.1,930
LOC124902715,XR_007062779.1,3924
LOC124902716,XR_007062782.1,3857
LOC124902717,XR_007062783.1,5451
LOC124902719,XR_007062788.1,4896
LOC124902720,XR_007062789.1,7202
LOC124902722,XR_007062794.1,9070
LOC124902723,XR_007062795.1,1180
LOC124902724,XR_007062800.1,8533
LOC124902725,XR_007062802.1,5743
LOC124902726,XR_007062803.1,3817
LOC124902727,NR_189147.1,80292
LOC124902729,XR_007062821.1,27601
LOC124902730,XR_007062822.1,21488
LOC124902731,XR_007062823.1,2578
LOC124902732,XR_007062837.1,11185
LOC124902733,XR_007062838.1,3219
LOC124902734,XR_007062839.1,8942
LOC124902735,XR_007062840.1,542
LOC124902736,XR_007062860.1,4773
LOC124902737,XR_007062861.1,4343
LOC124902738,XM_047427998.1,3592
LOC124902739,XR_007062864.1,1349
LOC124902740,XR_007062865.1,19097
LOC124902741,XR_007062868.1,13927
LOC124902742,XR_007062869.1,19285
LOC124902743,XR_007062873.1,12520
LOC124902744,XR_007062874.1,24902
LOC124902745,XR_007062875.1,2994
LOC124902746,XR_007062876.1,1760
LOC124902747,XR_007062877.1,10635
LOC124902748,XR_007062878.1,768
LOC124902749,XR_007062879.1,2783
LOC124902750,XR_007062881.1,80188
LOC124902752,XR_007062884.1,3013
LOC124902753,XR_007062888.1,4770
LOC124902754,XR_007062889.1,1753
LOC124902755,XR_007062890.1,819
LOC124902756,XR_007062891.1,8378
LOC124902757,XR_007062892.1,3064
LOC124902758,XR_007062893.1,2921
LOC124902759,XR_007062894.1,1923
LOC124902760,XR_007062895.1,22117
LOC124902761,XR_007062896.1,1915
LOC124902763,XR_007062899.1,12386
LOC124902764,XR_007062907.1,3539
LOC124902765,XR_007062908.1,5613
LOC124902766,XR_007062912.1,20016
LOC124902767,XR_007062913.1,1977
LOC124902768,XR_007062914.1,2679
LOC124902769,XR_007062917.1,2494
LOC124902770,XR_007062918.1,3186
LOC124902771,XR_007062920.1,34803
LOC124902772,XR_007062922.1,4230
LOC124902773,XR_007062923.1,10288
LOC124902774,XR_007062926.1,13715
LOC124902775,XR_007062927.1,22216
LOC124902776,XR_007062928.1,6139
LOC124902777,XR_007062929.1,2936
LOC124902778,XR_007062930.1,530
LOC124902779,XR_007062932.1,7158
LOC124902780,XR_007062933.1,681
LOC124902781,XR_007062935.1,9500
LOC124902782,XR_007062936.1,5399
LOC124902783,XR_007062937.1,2328
LOC124902784,XR_007062938.1,8500
LOC124902785,XR_007062940.1,5724
LOC124902786,XR_007062945.1,5861
LOC124902787,XR_007062946.1,31955
LOC124902788,XR_007062947.1,1056
LOC124902789,XR_007062948.1,40983
LOC124902790,XR_007062949.1,2662
LOC124902791,XR_007062950.1,10199
LOC124902792,XR_007062951.1,5677
LOC124902793,XR_007062952.1,52972
LOC124902794,XR_007062956.1,11257
LOC124902795,XR_007062958.1,8175
LOC124902796,XR_007062959.1,27952
LOC124902797,XR_007062960.1,6557
LOC124902798,XR_007062961.1,1546
LOC124902799,XR_007062962.1,4952
LOC124902800,XR_007062963.1,3036
LOC124902801,XR_007062964.1,1034
LOC124902802,XM_047428003.1,1978
LOC124902805,XM_047428004.1,5003
LOC124902805_1,XM_054328930.1,5003
LOC124902806,XM_047428005.1,30521
LOC124902807,XM_047428006.1,15866
LOC124902808,XR_007062965.1,8502
LOC124902809,XR_007062966.1,2607
LOC124902811,XR_007062972.1,25053
LOC124902812,XR_007062978.1,13327
LOC124902813,XR_007062986.1,8138
LOC124902818,XR_007062997.1,111
LOC124902821,XR_007062998.1,62
LOC124902824,XR_007063005.1,139
LOC124902825,XR_007063010.1,104
LOC124902826,XR_007063011.1,104
LOC124902827,XR_007063012.1,104
LOC124902828,XR_007063013.1,104
LOC124902829,XR_007063014.1,104
LOC124902830,XR_007063015.1,104
LOC124902831,XR_007063016.1,103
LOC124902832,XR_007063017.1,103
LOC124902833,XR_007063018.1,105
LOC124902834,XR_007063019.1,102
LOC124902835,XR_007063020.1,102
LOC124902836,XR_007063021.1,101
LOC124902839,XR_007063022.1,109
LOC124902840,XR_007063023.1,101
LOC124902847,XR_007063024.1,210
LOC124902852,XR_007063150.1,446
LOC124902853,XR_007063151.1,5887
LOC124902854,XR_007063154.1,8460
LOC124902855,XR_007063155.1,4556
LOC124902856,XR_007063156.1,21538
LOC124902857,XR_007063157.1,14062
LOC124902857_1,XR_007068969.1,14062
LOC124902858,XR_007063158.1,5237
LOC124902858_1,XR_007069111.1,5603
LOC124902859,XR_007063159.1,2451
LOC124902860,XR_007063160.1,524
LOC124902861,XR_007063161.1,2103
LOC124902862,XR_007063166.1,21646
LOC124902863,XR_007063176.1,5561
LOC124902864,XR_007063179.1,11909
LOC124902865,XR_007063180.1,20166
LOC124902866,XR_007063189.1,19860
LOC124902867,XR_007063193.1,3425
LOC124902868,XR_007063194.1,5167
LOC124902869,XR_007063196.1,8006
LOC124902870,XR_007063197.1,2064
LOC124902871,XR_007063198.1,3408
LOC124902872,XR_007063203.1,16540
LOC124902873,XR_007063206.1,4943
LOC124902874,XR_007063207.1,5341
LOC124902875,XM_047429945.1,11555
LOC124902876,XM_047429946.1,2267
LOC124902877,XR_007063210.1,14810
LOC124902878,XR_007063211.1,1252
LOC124902879,XR_007063212.1,10494
LOC124902880,XR_007063213.1,3086
LOC124902881,XR_007063214.1,3574
LOC124902882,XR_007063215.1,2208
LOC124902883,XR_007063217.1,1673
LOC124902884,XR_007063220.1,10349
LOC124902885,XR_007063221.1,559
LOC124902886,XM_047429948.1,1311
LOC124902887,XR_007063222.1,15713
LOC124902888,XR_007063231.1,26263
LOC124902889,XR_007063232.1,38516
LOC124902890,XR_007063233.1,19374
LOC124902891,XR_007063234.1,32969
LOC124902892,XR_007063235.1,3203
LOC124902893,XR_007063238.1,5996
LOC124902894,XM_047429949.1,150851
LOC124902895,XR_007063239.1,16515
LOC124902896,XR_007063240.1,2740
LOC124902897,XR_007063242.1,71084
LOC124902898,XM_047429951.1,5936
LOC124902899,XR_007063246.1,4324
LOC124902900,XR_007063247.1,4545
LOC124902901,XR_007063248.1,1441
LOC124902902,XR_007063252.1,1624
LOC124902903,XR_007063253.1,2471
LOC124902905,XR_007063254.1,12882
LOC124902906,XR_007063255.1,5035
LOC124902907,XR_007063256.1,9051
LOC124902908,XR_007063257.1,6924
LOC124902909,XR_007063259.1,2192
LOC124902911,XR_007063264.1,8183
LOC124902912,XR_007063265.1,7368
LOC124902912_1,XR_007068645.1,9706
LOC124902913,XR_007063269.1,25784
LOC124902914,XR_007063270.1,1862
LOC124902915,XR_007063271.1,3104
LOC124902916,XR_007063273.1,911
LOC124902917,XR_007063274.1,10148
LOC124902918,XR_007063277.1,3717
LOC124902919,XR_007063278.1,1614
LOC124902920,XR_007063279.1,834
LOC124902921,XR_007063280.1,3398
LOC124902922,XR_007063281.1,10388
LOC124902923,XR_007063284.1,64239
LOC124902924,XR_007063285.1,7739
LOC124902925,XR_007063287.1,5212
LOC124902926,XR_007063290.1,4554
LOC124902927,XR_007063293.1,2405
LOC124902928,XM_047429953.1,5342
LOC124902929,XR_007063299.1,23724
LOC124902930,XR_007063302.1,14884
LOC124902931,XR_007063304.1,22424
LOC124902932,XR_007063306.1,14075
LOC124902933,XR_007063307.1,7080
LOC124902934,XR_007063311.1,16931
LOC124902935,XR_007063313.1,870
LOC124902936,XR_007063315.1,8900
LOC124902937,XR_007063316.1,50712
LOC124902938,XR_007063318.1,1384
LOC124902939,XR_007063323.1,1735
LOC124902940,XR_007063324.1,17840
LOC124902941,XR_007063325.1,9946
LOC124902942,XM_047429954.1,2071
LOC124902943,XR_007063328.1,10766
LOC124902944,XR_007063331.1,493
LOC124902945,XR_007063333.1,18310
LOC124902946,XR_007063334.1,2158
LOC124902947,XR_007063335.1,5531
LOC124902948,XR_007063336.1,16682
LOC124902949,XR_007063337.1,2254
LOC124902950,XR_007063341.1,8527
LOC124902952,XR_007063347.1,6890
LOC124902953,XR_007063349.1,4648
LOC124902954,XR_007063350.1,6254
LOC124902955,XR_007063351.1,8782
LOC124902956,XR_007063353.1,22124
LOC124902957,XR_007063354.1,24160
LOC124902958,XR_007063355.1,5174
LOC124902959,XR_007063359.1,21941
LOC124902960,XR_007063361.1,54602
LOC124902961,XR_007063363.1,8370
LOC124902962,XR_007063364.1,20759
LOC124902963,XR_007063365.1,6588
LOC124902964,XR_007063366.1,5923
LOC124902965,XR_007063367.1,14475
LOC124902966,XR_007063368.1,2131
LOC124902967,XR_007063370.1,560
LOC124902968,XR_007063372.1,1587
LOC124902969,XR_007063378.1,811
LOC124902970,XR_007063379.1,1649
LOC124902971,XR_007063380.1,3107
LOC124902972,XR_007063383.1,12611
LOC124902973,XR_007063386.1,26835
LOC124902974,XR_007063387.1,1418
LOC124902975,XR_007063389.1,16252
LOC124902976,XR_007063391.1,23266
LOC124902977,XR_007063393.1,27876
LOC124902978,XR_007063396.1,39971
LOC124902979,XR_007063398.1,6076
LOC124902980,XR_007063400.1,12559
LOC124902981,XR_007063401.1,26587
LOC124902982,XR_007063402.1,4210
LOC124902983,XR_007063406.1,57302
LOC124902984,XR_007063407.1,337
LOC124902985,XR_007063408.1,4435
LOC124902986,XR_007063409.1,24858
LOC124902987,XR_007063410.1,3329
LOC124902988,XR_007063411.1,8459
LOC124902989,XR_007063412.1,8704
LOC124902990,XR_007063413.1,906
LOC124902991,XR_007063414.1,4313
LOC124902992,XR_007063416.1,5743
LOC124902993,XR_007063418.1,11591
LOC124902994,XR_007063420.1,2446
LOC124902996,XR_007063422.1,4656
LOC124902997,XR_007063424.1,978
LOC124902998,XR_007063426.1,7490
LOC124902999,XR_007063428.1,40575
LOC124903000,XR_007063429.1,12331
LOC124903001,XR_007063430.1,819
LOC124903002,XR_007063431.1,18532
LOC124903003,XR_007063434.1,2335
LOC124903005,XR_007063435.1,1665
LOC124903006,XR_007063439.1,22814
LOC124903007,XR_007063442.1,1013
LOC124903008,XR_007063443.1,4516
LOC124903009,XR_007063445.1,1427
LOC124903010,XR_007063446.1,3021
LOC124903011,XR_007063453.1,7032
LOC124903012,XR_007063455.1,504
LOC124903013,XR_007063456.1,9090
LOC124903014,XR_007063457.1,2779
LOC124903015,XR_007063458.1,3623
LOC124903016,XR_007063459.1,19005
LOC124903017,XR_007063460.1,10253
LOC124903018,XR_007063461.1,11135
LOC124903019,XR_007063462.1,12262
LOC124903020,XR_007063463.1,879
LOC124903021,XR_007063464.1,3352
LOC124903022,XR_007063465.1,12258
LOC124903023,XR_007063466.1,12496
