gene_id,transcript_id,length,start,end,chromosome
LOC105375541,XR_001745392.2,3240,142814197,142817436,NC_000007.14
LOC105375542,XR_928065.1,1224,142935727,142936950,NC_000007.14
LOC105375542_1,XR_951721.1,1224,958794,960017,NT_187562.1
LOC105375544,XR_001745395.1,11673,143029260,143040932,NC_000007.14
LOC105375546,XR_007060569.1,25633,143237575,143263207,NC_000007.14
LOC105375547,XR_928075.3,3796,143492977,143496772,NC_000007.14
LOC105375547_1,XR_002959115.2,3796,112341,116136,NW_018654714.1
LOC105375548,XR_002959134.2,1477,17338,18814,NW_018654715.1
LOC105375549,XR_007060574.1,16503,143885451,143901953,NC_000007.14
LOC105375549_1,XR_007069066.1,16499,429687,446185,NW_018654714.1
LOC105375552,XR_928091.2,2600,144976903,144979502,NC_000007.14
LOC105375553,NR_187967.1,6113,145675278,145681390,NC_000007.14
LOC105375554,XR_928094.2,50232,148386536,148436767,NC_000007.14
LOC105375556,NR_133929.1,1466,147671679,147673144,NC_000007.14
LOC105375557,XR_001745397.2,1101,148624340,148625440,NC_000007.14
LOC105375559,XR_928103.3,4299,149397183,149401481,NC_000007.14
LOC105375566,XR_928163.2,19543,150761587,150781129,NC_000007.14
LOC105375567,XR_928171.3,58167,150818964,150877130,NC_000007.14
LOC105375570,XR_007060597.1,7994,151946929,151954922,NC_000007.14
LOC105375571,XR_928179.2,1147,151955199,151956345,NC_000007.14
LOC105375577,XR_928187.3,7837,153389160,153396996,NC_000007.14
LOC105375578,XR_928188.3,10634,153423960,153434593,NC_000007.14
LOC105375579,XR_928189.2,1280,153507058,153508337,NC_000007.14
LOC105375580,XR_928190.3,41837,154825747,154867583,NC_000007.14
LOC105375581,XR_007060600.1,9924,154614946,154624869,NC_000007.14
LOC105375582,XR_001745001.3,4769,154237201,154241969,NC_000007.14
LOC105375584,XR_928222.1,3984,155169336,155173319,NC_000007.14
LOC105375587,XR_001745437.2,15838,155238269,155254106,NC_000007.14
LOC105375588,XR_007060610.1,3787,155262893,155266679,NC_000007.14
LOC105375589,NR_187968.1,853,155267201,155268053,NC_000007.14
LOC105375592,XR_007060612.1,27269,155310193,155337461,NC_000007.14
LOC105375593,XR_928236.4,6851,155364181,155371031,NC_000007.14
LOC105375594,XR_928239.3,4127,155414703,155418829,NC_000007.14
LOC105375597,XR_928242.3,20718,156012681,156033398,NC_000007.14
LOC105375599,XR_928244.2,638,156432369,156433006,NC_000007.14
LOC105375601,XR_001745444.2,9601,156194064,156203664,NC_000007.14
LOC105375602,XR_928249.4,10799,156147369,156158167,NC_000007.14
LOC105375603,XR_928250.2,5999,156139991,156145989,NC_000007.14
LOC105375604,XR_928255.2,2268,156937414,156939681,NC_000007.14
LOC105375605,XR_001745007.1,3228,156942557,156945784,NC_000007.14
LOC105375607,XR_928261.2,12845,157111165,157124009,NC_000007.14
LOC105375610,NR_187969.1,2501,157501406,157503906,NC_000007.14
LOC105375613,XR_928274.3,1881,157987160,157989040,NC_000007.14
LOC105375614,XR_928275.2,4833,157613939,157618771,NC_000007.14
LOC105375615,XR_928276.3,3272,157609875,157613146,NC_000007.14
LOC105375623,NR_188044.1,31769,86180468,86212236,NC_000008.11
LOC105375626,XR_928380.2,58659,87609773,87668431,NC_000008.11
LOC105375628,XR_928382.3,10083,87961015,87971097,NC_000008.11
LOC105375629,XR_928383.4,102775,88485700,88588474,NC_000008.11
LOC105375630,XR_001745653.3,559756,88327844,88887599,NC_000008.11
LOC105375631,XR_002956667.2,30905,89504815,89535719,NC_000008.11
LOC105375633,XR_928389.4,101755,90690414,90792168,NC_000008.11
LOC105375634,XR_928396.3,106219,90844899,90951117,NC_000008.11
LOC105375635,NR_188048.1,52864,90806474,90859337,NC_000008.11
LOC105375637,XR_928403.2,3545,91260405,91263949,NC_000008.11
LOC105375638,NR_188051.1,10543,92402920,92413462,NC_000008.11
LOC105375639,XR_007061005.1,49696,92460126,92509821,NC_000008.11
LOC105375641,XR_928412.4,7731,93495981,93503711,NC_000008.11
LOC105375642,XR_007061010.1,14746,93328136,93342881,NC_000008.11
LOC105375643,XR_001746003.2,40499,93225919,93266417,NC_000008.11
LOC105375644,XR_928417.1,17353,93156981,93174333,NC_000008.11
LOC105375647,XR_007061012.1,24336,94143756,94168091,NC_000008.11
LOC105375648,XR_928424.4,3400,94224690,94228089,NC_000008.11
LOC105375652,XR_928431.3,18620,96264806,96283425,NC_000008.11
LOC105375653,XR_928432.2,39647,96419774,96459420,NC_000008.11
LOC105375655,XR_928434.3,34037,97150499,97184535,NC_000008.11
LOC105375657,XR_928437.3,6269,97513045,97519313,NC_000008.11
LOC105375659,XR_007061023.1,50787,98254903,98305689,NC_000008.11
LOC105375669,XR_928450.3,3087,100217197,100220283,NC_000008.11
LOC105375670,XR_928452.4,26841,100431061,100457901,NC_000008.11
LOC105375671,XR_007061033.1,1457,100618537,100619993,NC_000008.11
LOC105375672,XR_001746019.2,5623,100663564,100669186,NC_000008.11
LOC105375676,XR_928465.4,4241,101144081,101148321,NC_000008.11
LOC105375683,NR_168428.1,110442,102412339,102522780,NC_000008.11
LOC105375684,XR_928478.3,9562,102541067,102550628,NC_000008.11
LOC105375685,XR_928490.2,5484,102680338,102685821,NC_000008.11
LOC105375686,XR_928491.2,10532,102669611,102680142,NC_000008.11
LOC105375688,XR_928499.1,33574,104078075,104111648,NC_000008.11
LOC105375689,XR_001745675.2,6056,103999826,104005881,NC_000008.11
LOC105375690,NR_145698.1,20631,103481280,103501910,NC_000008.11
LOC105375691,XR_928507.3,18518,104465770,104484287,NC_000008.11
LOC105375692,XR_001746027.2,2998,104428298,104431295,NC_000008.11
LOC105375693,XR_007061043.1,5164,104880881,104886044,NC_000008.11
LOC105375694,XR_928510.2,68330,104827383,104895712,NC_000008.11
LOC105375696,XR_001745683.3,14208,105543280,105557487,NC_000008.11
LOC105375701,XR_928525.3,497,107165861,107166357,NC_000008.11
LOC105375703,XR_928527.3,3382,107775406,107778787,NC_000008.11
LOC105375704,XR_928530.4,177474,108265999,108443472,NC_000008.11
LOC105375705,XR_928534.1,883,111178854,111179736,NC_000008.11
LOC105375707,NR_188052.1,14875,111741952,111756826,NC_000008.11
LOC105375709,XR_928544.3,944,113432187,113433130,NC_000008.11
LOC105375710,XR_928545.3,20441,114290916,114311356,NC_000008.11
LOC105375711,XR_928551.3,20213,116454191,116474403,NC_000008.11
LOC105375712,XR_928553.3,10599,116604519,116615117,NC_000008.11
LOC105375713,NR_136278.1,2526,116652100,116654625,NC_000008.11
LOC105375715,XR_928565.3,2575,116945350,116947924,NC_000008.11
LOC105375716,XR_007061067.1,436284,117084437,117520720,NC_000008.11
LOC105375717,XR_928573.3,37330,117273754,117311083,NC_000008.11
LOC105375719,XR_002956725.2,9220,117098460,117107679,NC_000008.11
LOC105375721,XR_007061069.1,103183,117610897,117714079,NC_000008.11
LOC105375723,XR_928581.3,28587,118833320,118861906,NC_000008.11
LOC105375724,XR_001746057.2,140916,118282118,118423033,NC_000008.11
LOC105375725,XR_928585.3,51661,119151994,119203654,NC_000008.11
LOC105375727,XR_928589.3,3396,119671948,119675343,NC_000008.11
LOC105375728,XR_007061078.1,36035,119832879,119868913,NC_000008.11
LOC105375730,XR_928593.4,37891,120069745,120107635,NC_000008.11
LOC105375731,XR_928596.3,6074,121156252,121162325,NC_000008.11
LOC105375733,XR_928599.4,41305,122338689,122379993,NC_000008.11
LOC105375738,XR_928606.3,9587,123657938,123667524,NC_000008.11
LOC105375739,XR_928607.4,46366,123719881,123766246,NC_000008.11
LOC105375740,XR_928608.3,11769,124568883,124580651,NC_000008.11
LOC105375741,XR_002956670.2,28835,124728539,124757373,NC_000008.11
LOC105375742,NR_188055.1,5203,124936331,124941533,NC_000008.11
LOC105375743,NR_188058.1,25274,124832242,124857515,NC_000008.11
LOC105375747,NR_188064.1,1207,125749055,125750261,NC_000008.11
LOC105375750,NR_188067.1,15924,126506437,126522360,NC_000008.11
LOC105375751,NR_188069.1,463156,126557876,127021031,NC_000008.11
LOC105375753,XR_928636.3,80162,126766795,126846956,NC_000008.11
LOC105375754,XR_001746085.2,5745,127663280,127669024,NC_000008.11
LOC105375758,XR_928649.2,22258,130526944,130549201,NC_000008.11
LOC105375759,NR_188078.1,15129,131129773,131144901,NC_000008.11
LOC105375760,XR_928653.3,257319,131039530,131296848,NC_000008.11
LOC105375761,XR_001746091.3,1354,130884545,130885898,NC_000008.11
LOC105375762,XR_928658.2,34014,130850137,130884150,NC_000008.11
LOC105375763,XR_928659.2,7234,131463110,131470343,NC_000008.11
LOC105375765,XR_001745741.2,9436,132487346,132496781,NC_000008.11
LOC105375767,XR_928665.4,429,132675630,132676058,NC_000008.11
LOC105375768,XR_928666.1,3816,133013771,133017586,NC_000008.11
LOC105375769,XR_001746095.3,21262,133144253,133165514,NC_000008.11
LOC105375771,XR_001746096.2,32914,133344755,133377668,NC_000008.11
LOC105375772,XR_928671.3,6802,133359157,133365958,NC_000008.11
LOC105375775,XR_928694.3,1803,136237236,136239038,NC_000008.11
LOC105375776,XR_928695.1,18233,137763880,137782112,NC_000008.11
LOC105375779,XR_001746117.2,13385,140268890,140282274,NC_000008.11
LOC105375781,NR_188082.1,5387,139911242,139916628,NC_000008.11
LOC105375782,XR_928707.3,2069,140464871,140466939,NC_000008.11
LOC105375783,XR_007061120.1,9351,141023545,141032895,NC_000008.11
LOC105375784,XR_002956733.2,4237,141058257,141062493,NC_000008.11
LOC105375785,XR_007061124.1,5371,141197989,141203359,NC_000008.11
LOC105375789,XR_928722.3,25961,141438994,141464954,NC_000008.11
LOC105375789_1,XR_007069515.1,25961,105548,131508,NW_025791786.1
LOC105375791,XR_928727.1,1607,141512609,141514215,NC_000008.11
LOC105375791_1,XR_007069518.1,1607,179163,180769,NW_025791786.1
LOC105375792,XR_007061194.1,12385,142185145,142197529,NC_000008.11
LOC105375794,XR_928730.1,1881,142925293,142927173,NC_000008.11
LOC105375798,NR_188083.1,13319,143620586,143633904,NC_000008.11
LOC105375798_1,NR_188083.1_1,7303,102434,109736,NT_187571.1
LOC105375799,XR_928737.3,5370,143663118,143668487,NC_000008.11
LOC105375799_1,XR_951747.2,5383,140142,145524,NT_187571.1
LOC105375800,NR_136279.1,2017,143758492,143760508,NC_000008.11
LOC105375800_1,NR_136279.1_1,2017,235539,237555,NT_187571.1
LOC105375805,XR_001746148.2,6256,144765610,144771865,NC_000008.11
LOC105375809,XR_007087173.1,841,110345902,110346742,NC_000002.12
LOC105375811,XR_928827.2,15205,46641340,46656544,NC_000008.11
LOC105375812,XR_928835.1,2363,46816163,46818525,NC_000008.11
LOC105375813,XR_928836.1,3058,46876957,46880014,NC_000008.11
LOC105375814,NR_188092.1,23811,46928074,46951884,NC_000008.11
LOC105375815,XR_928842.3,80550,47003643,47084192,NC_000008.11
LOC105375816,XR_928846.3,4616,47088076,47092691,NC_000008.11
LOC105375817,XM_017014129.1,22538,47100920,47123457,NC_000008.11
LOC105375818,XR_007060906.1,3115,47941426,47944540,NC_000008.11
LOC105375820,XR_928852.3,3894,48309289,48313182,NC_000008.11
LOC105375821,XR_001745891.1,127805,48346790,48474594,NC_000008.11
LOC105375825,XR_001745894.2,47970,48780608,48828577,NC_000008.11
LOC105375826,NR_188094.1,60415,49168493,49228907,NC_000008.11
LOC105375828,XR_928862.3,12532,50364446,50376977,NC_000008.11
LOC105375829,XR_001745896.2,8489,50228738,50237226,NC_000008.11
LOC105375830,XR_928865.2,8289,50926492,50934780,NC_000008.11
LOC105375831,XR_928866.1,5996,51107069,51113064,NC_000008.11
LOC105375833,XR_928869.3,23247,51756735,51779981,NC_000008.11
LOC105375835,XR_001745898.2,37314,52744487,52781800,NC_000008.11
LOC105375836,NR_188096.1,52683,53177571,53230253,NC_000008.11
LOC105375840,XR_001745913.2,13561,54381693,54395253,NC_000008.11
LOC105375841,XR_928899.2,28089,54426896,54454984,NC_000008.11
LOC105375842,XR_928900.3,5180,54770055,54775234,NC_000008.11
LOC105375844,NR_188097.1,2997,55161455,55164451,NC_000008.11
LOC105375845,XR_928904.2,553,55682469,55683021,NC_000008.11
LOC105375846,XR_001745917.2,35038,55695318,55730355,NC_000008.11
LOC105375849,XR_928910.2,39940,56394943,56434882,NC_000008.11
LOC105375850,XR_928912.3,1458,56565247,56566704,NC_000008.11
LOC105375851,NR_188105.1,17602,56638897,56656498,NC_000008.11
LOC105375852,XR_928915.2,32348,56683166,56715513,NC_000008.11
LOC105375855,XR_928920.3,88963,57462703,57551665,NC_000008.11
LOC105375856,XR_928921.2,103037,57855478,57958514,NC_000008.11
LOC105375858,XR_928924.3,9296,58740712,58750007,NC_000008.11
LOC105375859,XR_928929.3,20158,59600065,59620222,NC_000008.11
LOC105375860,XR_928931.3,9830,59593359,59603188,NC_000008.11
LOC105375861,XR_001745714.3,69653,60046808,60116460,NC_000008.11
LOC105375863,XR_928934.3,2842,60135275,60138116,NC_000008.11
LOC105375864,XR_001745925.1,54214,60284965,60339178,NC_000008.11
LOC105375870,XR_928951.3,29091,61350408,61379498,NC_000008.11
LOC105375871,XR_928972.4,14759,61810480,61825238,NC_000008.11
LOC105375873,XR_001745931.2,39300,63276081,63315380,NC_000008.11
LOC105375874,XR_928976.3,21465,63435762,63457226,NC_000008.11
LOC105375875,NR_188107.1,33098,63384825,63417922,NC_000008.11
LOC105375876,XR_928987.2,4791,63687040,63691830,NC_000008.11
LOC105375877,XR_928989.2,1666,64354517,64356182,NC_000008.11
LOC105375878,NR_188111.1,17005,64800599,64817603,NC_000008.11
LOC105375879,XR_928992.3,18652,64798781,64817432,NC_000008.11
LOC105375880,XR_928993.2,10908,65006908,65017815,NC_000008.11
LOC105375881,XR_928996.1,4430,65215978,65220407,NC_000008.11
LOC105375883,XR_929008.3,41410,65980072,66021481,NC_000008.11
LOC105375884,XR_929015.3,2310,66613549,66615858,NC_000008.11
LOC105375885,XR_929017.2,9035,67028578,67037612,NC_000008.11
LOC105375886,XR_007060953.1,58475,67556043,67614517,NC_000008.11
LOC105375888,XR_929024.3,12830,68082252,68095081,NC_000008.11
LOC105375889,XR_929026.3,8230,69711536,69719765,NC_000008.11
LOC105375890,XR_929030.3,10848,70525098,70535945,NC_000008.11
LOC105375892,XR_929032.3,4781,71549989,71554769,NC_000008.11
LOC105375894,XR_007060958.1,12034,71199140,71211173,NC_000008.11
LOC105375897,XR_929042.3,17043,72516334,72533376,NC_000008.11
LOC105375899,XR_929044.3,2513,73368108,73370620,NC_000008.11
LOC105375901,XR_929046.3,37845,73224411,73262255,NC_000008.11
LOC105375903,XR_001745956.1,8900,74199382,74208281,NC_000008.11
LOC105375905,XR_929058.3,14502,75122363,75136864,NC_000008.11
LOC105375906,XR_929059.3,31793,76044242,76076034,NC_000008.11
LOC105375909,XR_001745963.2,22286,77399072,77421357,NC_000008.11
LOC105375911,XR_007060972.1,268808,78397172,78665979,NC_000008.11
LOC105375912,XR_929075.3,42502,78904177,78946678,NC_000008.11
LOC105375913,XR_929077.2,22853,78938583,78961435,NC_000008.11
LOC105375915,XR_929080.2,6733,79282079,79288811,NC_000008.11
LOC105375916,XR_007060974.1,17035,79621132,79638166,NC_000008.11
LOC105375918,XR_007060978.1,4830,80087395,80092224,NC_000008.11
LOC105375919,XR_929088.3,2346,80079522,80081867,NC_000008.11
LOC105375920,XR_929095.3,53936,80177654,80231589,NC_000008.11
LOC105375921,XR_001745976.1,1308,80484246,80485553,NC_000008.11
LOC105375922,XR_929097.1,10958,80440094,80451051,NC_000008.11
LOC105375924,NR_188113.1,11533,81147993,81159525,NC_000008.11
LOC105375925,XR_001745978.3,19603,81333505,81353107,NC_000008.11
LOC105375926,XR_929106.3,4172,81356782,81360953,NC_000008.11
LOC105375930,XR_929113.2,18958,82160769,82179726,NC_000008.11
LOC105375931,XR_929115.3,190238,82442723,82632960,NC_000008.11
LOC105375932,XR_001745724.1,15181,83678105,83693285,NC_000008.11
LOC105375933,XR_929117.3,21061,85086802,85107862,NC_000008.11
LOC105375936,XR_929126.3,21059,85222427,85243485,NC_000008.11
LOC105375937,XR_929129.4,39068,85495693,85534760,NC_000008.11
LOC105375938,NR_168430.1,1335,60909464,60910798,NC_000008.11
LOC105375942,XR_929381.2,6371,128602,134972,NC_000009.12
LOC105375943,XR_001746595.2,8437,190714,199150,NC_000009.12
LOC105375945,XR_007061392.1,7180,357542,364721,NC_000009.12
LOC105375947,XM_047424276.1,6300,499254,505553,NC_000009.12
LOC105375949,XR_929411.1,21521,805236,826756,NC_000009.12
LOC105375951,XR_001746599.1,261361,1701337,1962697,NC_000009.12
LOC105375952,XR_929422.3,5445,1924935,1930379,NC_000009.12
LOC105375955,XR_929426.3,7804,2289100,2296903,NC_000009.12
LOC105375956,XR_929433.3,22152,2407783,2429934,NC_000009.12
LOC105375957,XR_929436.3,45278,2649184,2694461,NC_000009.12
LOC105375959,XR_929439.3,1373,3194427,3195799,NC_000009.12
LOC105375962,XR_929442.3,10828,3791783,3802610,NC_000009.12
LOC105375964,XR_007061399.1,22725,3971782,3994506,NC_000009.12
LOC105375969,XR_007061413.1,8170,7202336,7210505,NC_000009.12
LOC105375970,XR_007061414.1,42693,7304568,7347260,NC_000009.12
LOC105375971,XR_929463.3,46690,7914544,7961233,NC_000009.12
LOC105375972,NR_135135.1,4400,9799392,9803791,NC_000009.12
LOC105375974,XR_007061893.1,248630,11253969,11502598,NC_000009.12
LOC105375975,XR_929479.1,8528,11610222,11618749,NC_000009.12
LOC105375976,NR_188496.1,60514,12098658,12159171,NC_000009.12
LOC105375977,XR_929484.3,46773,13440735,13487507,NC_000009.12
LOC105375979,XR_001746623.2,1738,14793754,14795491,NC_000009.12
LOC105375980,XR_929491.3,5895,14987301,14993195,NC_000009.12
LOC105375983,XR_001746628.1,36479,17014072,17050550,NC_000009.12
LOC105375985,XR_007061427.1,8540,18892580,18901119,NC_000009.12
LOC105375987,XR_929509.2,5110,17902147,17907256,NC_000009.12
LOC105375988,XR_007061431.1,93057,19470102,19563158,NC_000009.12
LOC105375989,XR_007061435.1,2278,21031642,21033919,NC_000009.12
LOC105375990,XR_929515.2,22925,22917085,22940009,NC_000009.12
LOC105375992,XR_007061895.1,3695,23826428,23830122,NC_000009.12
LOC105375993,XR_929520.3,98517,23851127,23949643,NC_000009.12
LOC105375994,XR_929522.1,12390,24531281,24543670,NC_000009.12
LOC105375996,XR_929525.3,28178,25541873,25570050,NC_000009.12
LOC105375997,XR_929526.4,6211,25581192,25587402,NC_000009.12
LOC105375999,XR_001746566.2,155489,26346170,26501658,NC_000009.12
LOC105376000,XR_001746638.2,8655,26716289,26724943,NC_000009.12
LOC105376002,XR_007061441.1,19843,27664367,27684209,NC_000009.12
LOC105376003,XR_929533.4,36942,28620061,28657002,NC_000009.12
LOC105376004,XR_001746641.2,57191,28539739,28596929,NC_000009.12
LOC105376005,XR_929535.2,4069,29593238,29597306,NC_000009.12
LOC105376009,XR_929539.2,9500,31119054,31128553,NC_000009.12
LOC105376010,NR_188504.1,29402,31578606,31608007,NC_000009.12
LOC105376011,XR_929543.3,35885,31882050,31917934,NC_000009.12
LOC105376013,XR_929549.2,14995,31834267,31849261,NC_000009.12
LOC105376015,XR_929553.1,5095,32603907,32609001,NC_000009.12
LOC105376016,XR_929554.3,28481,32738971,32767451,NC_000009.12
LOC105376017,XR_929559.2,103620,32679287,32782906,NC_000009.12
LOC105376018,XR_929561.2,2801,33348793,33351593,NC_000009.12
LOC105376020,NR_188536.1,9030,33401521,33410550,NC_000009.12
LOC105376023,XR_007061466.1,966,34569099,34570064,NC_000009.12
LOC105376025,XR_929579.3,16022,35011498,35027519,NC_000009.12
LOC105376026,XR_929580.4,509,35491119,35491627,NC_000009.12
LOC105376030,XR_001746662.3,50515,36779738,36830252,NC_000009.12
LOC105376031,XR_929590.3,3389,37027945,37031333,NC_000009.12
LOC105376032,NR_188579.1,6860,37002193,37009052,NC_000009.12
LOC105376033,XR_001746665.2,25814,37161189,37187002,NC_000009.12
LOC105376034,NR_188580.1,8415,37111986,37120400,NC_000009.12
LOC105376035,XR_007061479.1,14068,37405441,37419508,NC_000009.12
LOC105376037,XR_929599.3,11846,37789046,37800891,NC_000009.12
LOC105376039,XR_007061483.1,3213,38071427,38074639,NC_000009.12
LOC105376040,XR_929605.1,21477,38354893,38376369,NC_000009.12
LOC105376041,XR_007061486.1,52879,38424611,38477489,NC_000009.12
LOC105376042,XR_929607.3,4697,38499651,38504347,NC_000009.12
LOC105376043,NR_188596.1,25101,38848549,38873649,NC_000009.12
LOC105376044,XR_929609.2,2393,38901161,38903553,NC_000009.12
LOC105376045,XR_929611.3,4649,39321309,39325957,NC_000009.12
LOC105376050,XR_929617.4,108520,39895586,40004105,NC_000009.12
LOC105376058,XR_929659.4,11459,41080488,41091946,NC_000009.12
LOC105376063,XR_929668.4,14713,41750282,41764994,NC_000009.12
LOC105376065,XR_007061516.1,82523,41483188,41565710,NC_000009.12
LOC105376067,XR_929701.3,1782,43092108,43093889,NC_000009.12
LOC105376070,XR_007061563.1,10695,68395696,68406390,NC_000009.12
LOC105376071,XR_929902.3,8507,68626497,68635003,NC_000009.12
LOC105376076,XR_929910.3,38952,69760095,69799046,NC_000009.12
LOC105376078,XR_007061573.1,49773,70668686,70718458,NC_000009.12
LOC105376079,XR_929917.3,4151,70466399,70470549,NC_000009.12
