gene_id,longest_refseq_transcript_id,longest_refseq_length,longest_ucsc_transcript_id,longest_ucsc_length
LOC105372108,XR_935456.2,3069,XR_935456.2,3069
LINC01160,NR_034126.1,9312,NR_034126.1,9312
MB,NM_001382813.1,16591,NM_001382809.1,16591
TTTY7,NR_001534.2,8439,NR_001534.2,8439
LOC105371909,XR_935002.3,9095,XR_935002.3,9095
FAM66B,NR_027423.2,56620,NR_027423.2,56620
LOC105378834,XR_947565.3,14323,XR_947565.3,14323
MAP3K9,XM_005267683.6,86988,XM_011536788.4,86988
RTRAF,NM_016039.3,21149,NM_016039.3,21149
GNAI3,NM_006496.4,51581,NM_006496.4,51581
PP2D1,NR_027694.2,32304,NR_027694.2,32304
LOC107987218,XR_001751428.2,3744,XR_001756349.2,3744
LOC105372671,XR_001754720.2,8393,XR_001754720.2,8393
SNORA73B,NR_004404.2,205,NR_004404.2,205
CA14,XM_011509379.4,7305,XM_006711261.4,7305
SAMD5,XM_017010850.2,445991,XM_017010850.2,445991
C1orf87,NM_152377.3,83377,NM_152377.3,83377
FOXI2,NM_207426.3,3999,NM_207426.3,3999
LOC112268412,XR_002959369.2,9293,XR_002959369.2,9293
SLC38A6,NR_033344.2,102489,XM_047431003.1,102489
LOC107985212,XR_001738256.3,3185,XR_001738256.3,3185
LOC107985347,XR_002958419.2,3438,XR_002958419.2,3438
LINC01751,NR_135005.1,5344,NR_135005.1,5344
SLC25A48-AS1,NR_027127.1,5253,NR_027127.1,5253
GLIS3,XM_047422890.1,666339,XM_047422890.1,666339
LOC124902026,XR_007061114.1,3729,XR_007061114.1,3729
LOC124903627,XR_007064945.1,2272,XR_007064945.1,2272
SCNM1,NR_037937.2,4153,NM_024041.4,4153
LOC124905427,XR_007069050.1,119,XR_007069050.1,119
LINC01422,NR_110540.1,17320,NR_110540.1,17320
INAFM1,NR_037675.2,1301,NR_037675.2,1301
LOC105375684,XR_928478.3,9562,XR_928478.3,9562
LOC124906107,XR_007087590.1,8342,XR_007087590.1,8342
LOC105374724,XR_925919.3,7792,XR_925919.3,7792
LOC107986098,XR_001740754.1,222236,XR_001740754.1,222236
LOC124901673,XR_007060384.1,7237,XR_007060384.1,7237
PRAMEF33,NM_001291381.1,5369,NM_001291381.1,5369
TXNDC15,NM_001350735.2,27866,NM_001350735.2,27866
LILRA4,NM_012276.5,5978,NM_012276.5,5980
SRGAP2C,NM_001329984.2,207900,NM_001271872.3,207900
LOC105376585,XR_931106.3,46166,XR_931106.3,46166
LOC105373222,XR_949312.2,11604,XR_949312.2,11604
KIFC2,XM_047422406.1,8154,XM_047422405.1,8154
ARHGAP6,NR_109776.2,528377,NM_013427.3,528377
LOC112268415,XR_002959386.2,19613,XR_002959386.2,19613
LOC105373936,XR_923998.3,36506,XR_923998.3,36506
LOC124904337,XR_007066430.1,4465,XR_007066430.1,4465
TFF1,NM_003225.3,4254,NM_003225.3,4254
RDH10,NM_172037.5,30680,NM_172037.5,30680
OR4C3,NM_001004702.2,1036,NM_001004702.2,1036
SMIM24,NM_001136503.2,6540,NM_001136503.2,6540
FENDRR,NR_033925.1,34336,NR_033925.1,34336
LOC124909362,XR_007095861.1,2108,XR_007095861.1,2108
ARMCX4,NR_028407.3,117711,NR_028407.3,117711
ERC1,XM_047428566.1,505973,XM_047428566.1,505973
TMEM274P,NR_158969.1,10216,NR_158969.1,10216
MIR1255A,NR_031656.1,113,NR_031656.1,113
MIR3119-2,NR_036065.1,85,NR_036065.1,85
MRFAP1,NM_033296.3,2045,NM_001272053.2,2045
GPIHBP1,NM_178172.6,3953,NM_001301772.2,3953
HAGLR,NR_033979.2,15770,NR_033979.2,15770
LOC124901179,XR_007059129.1,7034,XR_007059129.1,7034
KRT16,NM_005557.4,2990,NM_005557.4,2990
RPL36,NM_015414.4,1581,NM_033643.3,1581
LOC105373178,XR_949026.2,5266,XR_949026.2,5266
ANKRD53,XM_047445905.1,7055,NM_001369683.1,7055
LOC105377672,NR_188479.1,5847,NR_188478.1,5847
LOC105379267,XR_949069.1,12230,XR_949069.1,12230
CLIP1,XM_047429314.1,151488,XM_047429314.1,151488
CASC20,NR_109953.1,101728,NR_109953.1,101728
LOC124900435,XR_007067391.1,133,XR_007067391.1,133
OLFM2,NM_058164.4,82798,NM_058164.4,82798
LOC105377721,XR_941213.2,25752,XR_941213.2,25752
LOC105372141,XR_935524.3,6843,XR_935524.3,6843
LOC105376910,XR_001737948.2,2397,XR_001737948.2,2397
LOC105377561,XR_939512.1,30741,XR_939512.1,30741
LYSMD2,NM_001143917.2,28441,NM_001143917.2,28441
RSPH4A,XR_007059261.1,16507,NM_001161664.2,16507
ARRDC2,NM_001025604.3,12979,NM_001025604.3,12979
HOXB13,NM_006361.6,3988,NM_006361.6,3988
TAS1R2,NM_152232.6,20062,NM_152232.6,20062
ERICH2,NM_001388469.1,28600,XM_047444000.1,28600
PLEKHA8,NM_001350973.2,102072,NM_001350974.2,102072
DAB1,NM_001379461.1,1551949,NM_001379461.1,1551949
RMDN3,NM_001323894.2,19368,NM_001323895.2,19368
ENDOV,NR_148043.2,22920,NM_001164637.3,22920
LOC114224,XR_158845.6,1858,XR_158845.6,1858
DPF2,XM_017018101.3,20411,NM_006268.5,20411
LOC124905335,XR_007068557.1,6336,XR_007068557.1,6336
SNORD114-28,NR_003221.1,71,NR_003221.1,71
LOC105377587,XR_939564.4,18036,XR_939564.4,18036
LINC02029,NR_135546.1,6707,NR_135546.1,6707
CHD7,XM_011517553.3,189289,XM_047421947.1,189289
LOC105373041,XR_949167.3,2124,XR_949167.3,2124
LOC105373428,XR_922797.4,5534,XR_922797.4,5534
LOC105375873,XR_001745931.2,39300,XR_001745931.2,39300
SLC22A16,XM_011536211.3,51927,XM_011536209.4,51927
SNORD115-20,NR_003312.1,82,NR_003312.1,82
RNF185,NR_024209.2,46838,NM_001135825.2,46838
TAGLN2,NM_003564.3,7397,NM_003564.3,7397
PIGC,NM_153747.2,2613,NM_002642.4,2613
LOC105370220,XR_941987.3,49062,XR_941989.3,49062
SNORD58A,NR_002571.1,65,NR_002571.1,65
STARD10,NM_006645.3,39319,NM_006645.3,39319
KIAA0586,XM_047432009.1,134372,XM_047432009.1,134372
S100A16,NR_133645.2,6252,NM_080388.3,6252
LOC124905077,XR_007068001.1,21417,XR_007068001.1,21417
LOC124900222,XR_007059948.1,140,XR_007059948.1,140
PLCD3,NM_133373.5,23557,XM_024450554.2,23557
RNF5,NM_006913.4,2389,NM_006913.4,2389
LOC124902127,XR_007061429.1,3876,XR_007061429.1,3876
LOC124904039,XR_007065864.1,11358,XR_007065863.1,11358
LOC124905047,XR_007067916.1,5452,XR_007067916.1,5452
LOC400940,NR_026833.1,6255,NR_026833.1,6255
UBE2QL1,NM_001145161.3,47865,NM_001145161.3,47865
MIR8079,NR_107046.1,72,NR_107046.1,72
IRF3,NR_045568.2,6286,NM_001197122.2,6286
MIR636,NR_030366.1,99,NR_030366.1,99
LOC107985708,XR_001755859.2,9520,XR_001755858.2,9520
CCDC144NL-AS1,NR_160710.1,61515,NR_160710.1,61515
PHLPP2,NM_015020.3,79778,NM_015020.3,79778
SNED1-AS1,NR_187212.1,50629,NR_187211.1,50629
LOC124902107,XM_047424279.1,2245,XM_047424279.1,2245
LOC124903059,XR_007063538.1,1101,XR_007063538.1,1101
TSPAN14,NM_001351267.4,68322,NM_001128309.3,68322
CALHM4,XM_011535562.3,32085,NM_001256889.3,32085
LOC105371637,XR_922334.3,13142,XR_922334.3,13142
LINC00659,NR_046225.1,2736,NR_046224.1,2736
SCARNA10,NR_004387.1,330,NR_004387.1,330
MIR6808,NR_106866.1,59,NR_106866.1,59
DLG1-AS1,NR_038289.1,5505,NR_038289.1,5505
TAS2R4,NM_016944.2,5018,NM_016944.2,5018
KLHL7,NR_033328.2,72130,NM_001031710.3,72130
LOC124903333,XR_007064220.1,49673,XR_007064220.1,49673
HARS1,NM_001289094.2,17466,NM_002109.6,17466
PTTG3P,NR_002734.2,706,NR_002734.2,706
LOC107986865,XR_001745633.2,3493,XR_001745633.2,3493
CCKBR,NM_001363552.2,12290,NM_001318029.2,12290
TIMM10,NM_012456.3,2291,XM_024448436.2,2291
MIR15A,NR_029485.1,83,NR_029485.1,83
SLIT1-AS1,NR_038330.1,992,NR_038330.1,992
LINC00923,NR_024173.1,131814,NR_024172.1,131814
LOC124901750,XR_007060537.1,224798,XR_007060537.1,224798
KCNK10,NM_021161.5,146805,NM_021161.5,146805
LOC105375792,XR_007061194.1,12385,XR_007061194.1,12385
LOC105378485,XR_007062289.1,47984,XR_007062289.1,47984
PRDM10-DT,NR_024233.1,2863,NR_024233.1,2863
PSMC3IP,NR_045670.1,5522,NR_045669.1,5522
HIF1A-AS3,NR_144368.1,35540,NR_144368.1,35540
ITFG1,NM_001305002.2,306856,NM_001305002.2,306856
KIRREL3-AS1,NR_174952.1,68564,NR_174952.1,68564
LOC105370346,XR_002957491.2,7426,XR_002957491.2,7426
LOC124900659,XR_007058014.1,19443,XR_007058014.1,19443
TLCD3B,XM_047434736.1,28614,XM_017023751.2,28614
MIR4478,NR_039690.1,86,NR_039690.1,86
OASL,NM_001395418.1,21486,NM_001395419.1,21486
LOC105369457,XR_947949.3,346,XR_947949.3,346
LOC107985404,XR_007067608.1,13402,XR_007067608.1,13402
LOC101926923,XR_001740580.2,5001,XR_001740580.2,5001
MIR6734,NR_106792.1,68,NR_106792.1,68
LRRC10B,NM_001145077.2,2270,NM_001145077.2,2270
LINC02560,NR_149054.1,477,NR_149054.1,477
LOC107986459,XR_001742914.2,536,XR_001742914.2,536
LOC107987353,XR_001756087.3,3412,XR_001756087.3,3412
SRCIN1,XM_017025169.2,76995,XM_054329377.1,77128
LAMP2,NM_001122606.1,43202,NM_001122606.1,43202
GRK5,NM_005308.3,252175,NM_005308.3,252175
ITGB5,NM_001354766.2,139471,NM_001354764.2,139471
LINC02875,NR_160788.1,1530,NR_160788.1,1530
RPL32P3,NR_003111.2,16606,NR_003111.2,16606
CRLF2,NR_110830.2,22160,NM_022148.4,22160
LOC100996318,NR_158169.1,7977,NR_158169.1,7977
PRR33,XM_047426236.1,29722,XM_047426236.1,29722
LOC105377229,XR_938644.3,27944,XR_938644.3,27944
TET1,NM_001406365.1,134151,NM_001406374.1,134151
LOC124900898,XR_007058540.1,103,XR_007058540.1,103
LOC124905489,XR_007069261.1,8852,XR_007069260.1,8852
POLDIP2,NM_001290145.2,10895,NM_015584.5,10895
LOC105376604,XR_931149.3,46463,XR_931149.3,46463
LOC124904630,XR_007067121.1,1526,XR_007067121.1,1526
LOC124900515,XR_007088080.1,10326,XR_007088080.1,10326
PTPRT-AS1,NR_149017.1,2750,NR_149017.1,2750
LOC124901358,XR_007059671.1,7248,XR_007059671.1,7248
LOC124902442,XR_007062175.1,1240,XR_007062175.1,1240
LOC107985027,XR_001752923.1,11543,XR_001752923.1,11543
ZNF227,XM_047439377.1,29722,XM_047439382.1,29722
LOC124900790,XR_007058288.1,4662,XR_007058288.1,4662
LOC124903062,XR_007063549.1,1434,XR_007063549.1,1434
LOC107986463,XR_001742936.2,6875,XR_001742936.2,6875
EMC10,NM_175063.6,14365,NM_206538.4,14365
SERPINB8,NM_001348367.2,49699,NM_001348367.2,49699
SLC38A7,NR_161424.1,19662,NM_018231.3,19662
PLAC9,NR_138551.2,13699,NR_138551.2,13699
UBE2D3-AS1,NR_131186.1,16052,NR_131186.1,16052
SPATA31F3,NR_164743.1,6699,NM_001309426.2,6699
EVL,NM_001330221.2,172815,XM_047431464.1,172815
LOC124903945,XR_007065655.1,1760,XR_007065655.1,1760
CYP51A1,NM_001146152.2,22651,NM_001146152.2,22651
LOC105370344,XR_931697.2,3409,XR_931697.2,3409
LOC105376805,NR_135059.1,1129,NR_135058.1,1129
UBE2FP1,NR_168330.1,2638,NR_168330.1,2638
S100A10,NM_002966.3,10945,NM_002966.3,10945
LOC107985365,XR_001738533.2,63991,XR_001738533.2,63991
SPRR2G,XM_017002177.2,53697,XM_017002177.2,53697
LOC124904496,XR_007066834.1,3148,XR_007066834.1,3148
LOC105369809,XR_945036.3,13788,XR_945036.3,13788
LINC00280,NR_046505.1,4195,NR_046505.1,4195
LOC124900747,XR_007058214.1,1715,XR_007058214.1,1715
LOC124907854,XM_047446730.1,8879,XM_047446730.1,8879
LOC105375655,XR_928434.3,34037,XR_928434.3,34037
LINC01324,NR_126405.1,117386,NR_126405.1,117386
LINC02950,NR_186598.1,4678,NR_186598.1,4679
LINC02994,NR_125909.1,331088,NR_125909.1,331088
MAP3K2,NM_001371911.1,89798,NM_001371911.1,89798
LOC128966721,XR_008485743.1,11396,XR_008485745.1,11396
DNAH10OS,NR_187476.1,7930,NR_187476.1,7930
HAMP,NM_021175.4,2616,NM_021175.4,2616
HOATZ,NM_001100388.2,22266,NM_001100388.2,22266
NCF1B,NR_003186.1,15307,NR_003186.1,15307
LOC105378654,XR_001737987.2,77570,XR_001737987.2,77570
CLCN5,XM_017029258.2,176635,NM_001127898.4,176635
LOC124906021,XR_007086846.1,3790,XR_007086846.1,3790
LIPC-AS1,NR_120338.1,63835,NR_120338.1,63835
MIR6500,NR_106754.1,86,NR_106754.1,86
STAMBPL1,XM_047425551.1,43243,XM_017016457.3,43243
LOC124904400,XR_007066563.1,2499,XR_007066563.1,2499
CTAG1B,NM_001327.3,1674,NM_001327.3,1674
LOC124902671,XR_007062666.1,11972,XR_007062666.1,11972
LINC02664,NR_134478.1,73670,NR_134478.1,73670
NPFFR1,NM_022146.5,36676,NM_022146.5,36676
LOC105374456,XR_939954.2,19130,XR_939954.2,19130
LINC01896,NR_187285.1,3137,NR_187287.1,3137
LOC124904728,XR_007067273.1,14401,XR_007067273.1,14401
LOC124904038,XR_007065862.1,7407,XR_007065862.1,7407
SEMA4D,XM_047422627.1,137327,XM_047422620.1,137327
CALML4,NR_104583.1,15406,NM_001286694.1,15406
RIMS4,NM_182970.4,58739,NM_001205317.2,58739
RNA5S2,NR_023364.1,121,NR_023364.1,121
PLS3-AS1,NR_110384.1,44543,NR_110383.1,44543
EXTL3-AS1,NR_126027.1,3062,NR_126027.1,3062
STK32A-AS1,NR_147190.1,57825,NR_147190.1,57825
PPP4R3A,NR_169193.1,53047,XM_005267842.3,53047
FAM27E3,NR_103833.1,1682,NR_103833.1,1682
SMPDL3B,XM_011541259.3,24153,NM_014474.4,24153
MIR2355,NR_036227.1,87,NR_036227.1,87
LINC02384,NR_120458.1,19643,NR_120458.1,19643
LOC105375230,XR_927168.3,2248,XR_927168.3,2248
LOC105378402,XR_001747302.1,13830,XR_001747302.1,13830
LOC107986252,XR_001741559.3,10107,XR_001741559.3,10107
MUSK,XM_005251994.4,137768,NM_001166281.2,137768
LRRC59,NM_018509.4,16286,NM_018509.4,16286
LOC105369656,XR_931353.3,10810,XR_931353.3,10810
KRTAP1-3,NM_030966.2,991,NM_030966.2,991
CLRN2,NM_001079827.2,11940,NM_001079827.2,11940
LOC101928499,NR_187813.1,6274,NR_187814.1,6274
GRP,XM_011525933.3,11583,XM_011525933.3,11583
NAA11,XM_017008779.2,170686,XM_017008779.2,170686
ITGA2-AS1,NR_186583.1,59681,NR_186583.1,59681
C19orf53,NM_014047.3,4318,NM_014047.3,4318
DEFB109A,NR_024044.2,7082,NR_024044.2,7082
LINC01352,NR_110797.1,3175,NR_110797.1,3175
LINC00276,NR_103814.2,172085,NR_103814.2,172085
LINC02897,NR_167894.1,2263,NR_167894.1,2263
MYCBP2-AS1,NR_046716.1,12263,NR_046716.1,12263
HUWE1,XM_047441744.1,154624,XM_017029202.2,154624
LINC00678,NR_102708.1,17002,NR_102708.1,17002
COX11,XM_017024196.3,16884,XM_047435372.1,16884
LOC124903675,XR_007065048.1,2367,XR_007065048.1,2367
MGARP,NM_032623.4,14061,NM_032623.4,14061
OGFOD3,NR_033265.2,29377,NM_175902.5,29377
SLC4A3,NR_048551.2,14342,XM_047445555.1,14342
PTPN23-DT,NR_185912.1,2401,NR_185912.1,2401
SNORD116-3,NR_003318.1,97,NR_003318.1,97
ERI3-IT1,NR_110056.1,21689,NR_110056.1,21689
LOC124904203,XR_007066179.1,11867,XR_007066179.1,11867
LOC124900472,XR_007067945.1,121,XR_007067945.1,121
S100A4,NM_002961.3,2186,NM_019554.3,2186
LOC105370783,NR_188225.1,8707,NR_188222.1,8707
LOC124902227,XR_007061687.1,2632,XR_007061687.1,2632
MIR5681B,NR_049871.1,60,NR_049871.1,60
LOC107987349,XR_001756082.3,3125,XR_001756082.3,3125
LOC105379040,XR_948485.3,27592,XR_948485.3,27592
LRRC8E,XM_047439461.1,13507,NM_001268285.3,13507
TAS2R10,NM_023921.2,1140,NM_023921.2,1140
LOC124905371,XR_007068916.1,15553,XR_007068779.1,15553
LOC105371175,XR_922007.3,17510,XR_922007.3,17510
LOC100653049,XM_011547005.3,6149,XM_011547005.3,6149
LOC102724720,NR_157807.1,15031,NR_157807.1,15031
LOC105372186,XR_935611.2,3923,XR_935611.2,3923
NOMO1,NM_014287.4,62437,NM_014287.4,62437
LOC105377929,XR_942843.2,11241,XR_942843.2,11241
ARFGEF1,NM_001413186.1,170271,NM_001413187.1,170271
LOC105374769,NR_187908.1,2299,NR_187908.1,2299
ADAMTS12,NM_001324512.2,368456,XM_017009905.2,368456
DSCR10,NR_027695.1,2489,NR_027695.1,2489
TAB3,NM_001399872.1,61813,NM_152787.5,61813
MED21,XM_047429907.1,16394,XM_047429906.1,16394
LOC124902779,XR_007062932.1,7158,XR_007062932.1,7158
WNK1,NM_213655.5,158874,XM_047429399.1,158874
C17orf49,NM_001142798.3,2739,NM_001142799.3,2739
CCM2,NR_030770.2,76708,NR_030770.2,76708
AHDC1,XM_047418019.1,69983,XM_047418019.1,69983
MIR550A2,NR_030320.1,97,NR_030320.1,97
ALAS1,NM_001304444.1,16245,NM_001304443.1,16245
LEFTY1,NM_020997.4,2865,NM_020997.4,2865
LOC105374123,XR_924529.2,11378,XR_924529.2,11378
SIAH2-AS1,NR_187305.1,6739,NR_187306.1,6739
AXIN2,XM_047436872.1,33086,NM_004655.4,33086
LOC105373349,XR_001755971.2,9253,XR_001755971.2,9253
FPR1,NM_001193306.2,6707,NM_001193306.2,6707
MAGEA8,NM_001166400.2,4643,NM_005364.5,4643
CENPO,NR_136183.2,28952,NM_001199803.3,28952
TRPM5,NM_014555.4,40000,NM_014555.4,40000
LINC00370,NR_170228.1,15715,NR_170230.1,15715
DENND1C,NM_001290331.2,14581,XM_024451727.2,14581
LOC105370936,XR_932562.2,5820,XR_932562.2,5820
AVPR1B-DT,NR_186693.1,9023,NR_186693.1,9023
FDXR,NR_047576.3,10498,NM_001258013.4,10498
DIPK1B,NM_152421.4,12171,NM_152421.4,12171
LOC107986607,XR_001744187.1,8971,XR_001744187.1,8971
LOC105375859,XR_928929.3,20158,XR_928929.3,20158
IBA57,NM_001010867.4,16454,NM_001010867.4,16454
LOC102723684,XR_428154.4,15934,XR_428154.4,15934
AKAP17BP,NR_171575.1,11133,NR_171575.1,11133
LSM5,NM_001130710.2,9946,NM_001139499.2,9946
LINC02066,NR_183765.1,105814,NR_183765.1,105814
DYNC1LI1,NM_001329135.2,44885,NM_016141.4,44885
LOC124901508,XR_007059939.1,213,XR_007059939.1,213
LOC124904839,XR_007067435.1,101,XR_007067435.1,101
ATF4,NM_001675.4,2128,NM_001675.4,2128
LOC105371126,XR_002957908.2,31769,XR_002957908.2,31769
TMSB15A,NM_021992.3,3058,NM_021992.3,3058
LOC101927269,NR_110075.1,2923,NR_110075.1,2923
FER,NM_005246.4,448945,XM_047416940.1,448945
PYCR3,NR_138144.3,6366,NM_023078.6,6366
MIR3157,NR_036113.1,85,NR_036113.1,85
OR7A17,NM_030901.2,7930,NM_030901.2,7930
NUDT19,NM_001105570.2,21972,NM_001105570.2,21972
RBFOX3,XM_024450593.2,573625,XM_024450593.2,573625
ZNF716,NM_001159279.1,23383,NM_001159279.1,23383
ARAP1,NM_001040118.3,67340,NM_001040118.3,67340
C1QTNF9,NM_001303138.2,15366,NM_001303138.2,15366
LOC107985895,XR_001739532.1,1975,XR_001739532.1,1975
LOC124902516,XR_007062319.1,1876,XR_007062319.1,1876
FAM228A,NM_001040710.3,16646,NM_001040710.3,16646
ROPN1,NM_001317775.2,23110,XM_047448370.1,23110
LOC105377937,XR_942858.3,3706,XR_942858.3,3706
MIR346,NR_029907.1,95,NR_029907.1,95
LOC124905649,XR_007069634.1,1060,XR_007069634.1,1060
GALK2,XM_047432347.1,197725,XM_024449894.2,197725
WWTR1,NM_001348362.2,207554,XM_047447932.1,207554
SIDT1,XM_047448376.1,104557,XM_047448376.1,104557
PTGER1,NM_000955.3,2889,NM_000955.3,2889
TGM4,XM_011534042.3,40383,NM_003241.4,40383
COL4A1,NM_001845.6,158195,NM_001845.6,158195
DPH3,NM_001047434.3,7883,NM_206831.3,7883
DHFR,NR_110936.2,28758,NM_000791.4,28758
LINC01699,NR_046249.1,2217,NR_046249.1,2217
KLK9,NM_012315.2,7085,NM_012315.2,7085
LOC105375145,XR_927021.2,27668,XR_927021.2,27668
RIPPLY2,NM_001400900.1,4287,NM_001400900.1,4287
MIR1323,NR_031568.1,73,NR_031568.1,73
C1QTNF7-AS1,NR_125911.1,422973,NR_125911.1,422973
LOC124902313,XM_047424349.1,3298,XM_047424371.1,3298
STON1,NM_001198595.2,68360,NM_006873.4,68360
LINC00867,NR_108045.1,2096,NR_108045.1,2096
NGDN,NM_015514.2,9124,NM_015514.2,9124
LOC124901006,XR_007058823.1,3851,XR_007058823.1,3851
CTSV,NM_001201575.2,9967,NM_001201575.2,9967
LOC124904549,XR_007066941.1,8311,XR_007066941.1,8311
LOC124907910,XR_007087314.1,4383,XR_007087314.1,4383
OR11H4,NM_001004479.2,5064,NM_001004479.2,5064
ATP13A3-DT,NR_033929.1,1406,NR_033929.1,1406
USP17L28,NM_001242331.1,1593,NM_001242331.1,1593
SV2C-AS1,NR_183290.1,2012,NR_183290.1,2012
BOLA3,NM_001035505.2,12513,NM_212552.3,12513
LOC101929269,NR_134308.1,4438,NR_134308.1,4444
LOC105375724,XR_001746057.2,140916,XR_001746062.2,140916
HPD,NM_001171993.2,49085,NM_001171993.2,49085
LLGL2,XM_017024626.2,50208,XM_017024626.2,50208
NUP153,NM_001278210.2,91889,NM_001278209.2,91889
GLMN,XM_011540546.3,124443,XM_011540546.3,124443
LOC107986048,XR_001740570.2,32992,XR_001740570.2,32992
RABGAP1L,NR_158982.1,835789,XM_047436039.1,835789
FAM86EP,NR_130741.1,13669,NR_130742.1,13669
LOC105369526,XR_948081.3,45817,XR_948083.3,45817
LOC124903139,XR_007063734.1,5520,XR_007063734.1,5520
LINC02721,NR_183773.1,8234,NR_183773.1,8234
DNAJB11,NR_165640.1,15074,NM_001378451.1,15074
LOC124901086,XR_007058964.1,5386,XR_007058964.1,5386
FAM41AY1,NR_028083.1,15785,NR_028083.1,15785
SNORD72,NR_002583.1,80,NR_002583.1,80
PCDHGB2,NM_018923.3,152982,NM_018923.3,152982
LOC107985459,XR_001737816.3,11462,XR_001737816.3,11462
LOC124900506,XR_007068484.1,138,XR_007068484.1,138
OS9,NM_001410980.1,27426,NM_001261423.2,27426
TMEM67,XR_001745619.3,77760,XR_001745619.3,77760
GSTM2P1,NR_002932.2,1136,NR_002932.2,1136
C20orf181,XR_001754451.1,5051,XR_001754451.1,5051
LOC124901568,XR_007060177.1,5235,XR_007060177.1,5235
SNORD107,NR_001293.1,75,NR_001293.1,75
GALNT12,NM_024642.5,42412,NM_024642.5,42412
LOC124902074,XR_007061193.1,8196,XR_007061193.1,8196
RAB9B,NR_146558.2,55934,NR_146560.2,55934
LOC124901175,XR_007059126.1,11964,XR_007059126.1,11964
MIR4448,NR_039650.1,86,NR_039650.1,86
LINC01848,NR_033175.2,1722,NR_033175.2,1722
LOC107987111,XR_001746876.1,19743,XR_001746874.1,19743
LINC01443,NR_104164.1,27490,NR_104164.1,27490
LOC101927209,XR_007058113.1,46966,XR_007058113.1,46966
TNFRSF11B,NM_002546.4,28329,NM_002546.4,28329
LOC105373409,XR_922752.2,12807,XR_922752.2,12807
LOC124907740,XR_007086243.1,3714,XR_007086243.1,3714
LOC105377326,XR_938964.2,691,XR_938964.2,691
LOC105377388,XR_939103.3,25279,XR_939103.3,25279
LOC101927314,NR_110757.1,403332,NR_110757.1,403332
MIR6078,NR_106726.1,100,NR_106726.1,100
MIR550B2,NR_037514.1,97,NR_037514.1,97
ZFP90,XM_047433640.1,37216,XM_047433640.1,37216
OR52E1,NR_145505.2,926,NM_001348221.2,927
CASP3,NM_001354784.2,21752,XM_047416236.1,21752
GTF2IP4,NR_003580.2,52373,NR_003580.2,52373
AQP10,XM_011510104.3,4233,XM_047433547.1,4233
LINC02873,NR_164144.1,44397,NR_164144.1,44397
MISP3,NR_111941.2,2277,NM_001393577.1,2277
NDUFA10,NR_136158.2,132901,NR_136158.2,132901
TMEM139,NR_104250.1,3151,NM_153345.3,3151
STRIP1,NM_001270768.2,23065,NM_001270768.2,23065
LOC124905168,XR_007068167.1,107,XR_007068167.1,107
ANKS4B,NM_145865.3,20152,NM_145865.3,20152
ARVCF,XM_011530179.4,51690,XM_006724243.4,51690
AUNIP,NM_001287490.2,27552,NM_001287490.2,27552
LOC102723436,XR_007066219.1,50981,XR_007066219.1,50981
LOC105369655,XR_007063208.1,18252,XR_007063208.1,18252
CLDN25,NM_001101389.1,690,NM_001101389.1,690
FBXO2,NM_012168.6,6043,NM_012168.6,6043
AMER1,NM_152424.4,20592,NM_152424.4,20592
FAM223A,NR_027401.2,713,NR_027401.2,713
CLIP1-AS1,NR_045382.1,4403,NR_045382.1,4403
ASMTL,NM_001173473.2,50618,NM_001173473.2,50618
PRSS48,NM_183375.5,14702,NM_183375.5,14702
GLCCI1-DT,NR_110018.1,18914,NR_110018.1,18914
LOC105376767,XR_002958256.2,3991,XR_002958256.2,3991
LOC124902141,XR_007061455.1,4439,XR_007061455.1,4439
LOC105369711,XR_931467.3,81818,XR_931467.3,81818
PTGS1,NM_001271368.2,25171,NM_001271166.2,25171
DNAJB8-AS1,NR_037890.1,8724,NR_037890.1,8724
LOC124902858,XR_007063158.1,5237,XR_007069111.1,5603
MIR320B2,NR_031574.2,71,NR_031574.2,71
UGT1A3,NM_019093.4,44259,NM_019093.4,44259
HHEX,NM_002729.5,5693,NM_002729.5,5693
LOC105375614,XR_928275.2,4833,XR_007060624.1,4833
ZFTA,XM_024448662.2,8884,NM_001144936.2,8884
FOSL2,XM_005264231.5,24460,NM_005253.4,24460
LOC124901937,XR_007060893.1,2196,XR_007060893.1,2196
SNRPG,NM_001317171.2,12379,NM_001317165.2,12379
LOC105373279,XR_007067006.1,17307,XR_007067006.1,17307
LOC105371257,XR_001752182.1,52702,XR_001752182.1,52702
DPYD-AS1,NR_046590.1,227033,NR_046590.1,227033
PLEKHD1,XM_017021290.1,63808,XM_017021290.1,63808
PIF1,XM_011522083.3,11431,XM_011522083.3,11431
MIR548Z,NR_037515.1,97,NR_037515.1,97
LOC124900661,XM_047416496.1,7195,XM_047416496.1,7195
CYP4A11,NR_134991.2,12289,NM_000778.4,12289
LOC124902527,XR_007062349.1,8780,XR_007062349.1,8780
ITPA,XM_047440139.1,19796,NM_001424409.1,19796
IL26,NM_018402.2,24462,NM_018402.2,24462
LOC100505711,XR_108647.3,1737,XR_108647.3,1737
LOC128092249,NM_001414902.1,204,NM_001414902.1,204
INTS11,NM_001256463.2,13061,NM_001256456.2,13061
ATP11B-DT,NR_187316.1,10766,NR_187316.1,10766
MIR4467,NR_039677.1,63,NR_039677.1,63
LOC124906091,XR_007087293.1,5611,XR_007087293.1,5611
RHOH,NM_001278368.2,55888,NM_001278368.2,55888
